sum_Facebook_result,avg_Facebook_by_hour
1496.0,31.166666666666668
4139.0,86.22916666666667
8446.0,175.95833333333334
514.0,10.708333333333334
2880.0,60.0
14117.0,294.1041666666667
1413.0,29.4375
-26.0,-0.5416666666666666
1205.0,25.104166666666668
10481.0,218.35416666666666
201.0,4.1875
911.0,18.979166666666668
2304.0,48.0
-11.0,-0.22916666666666666
8127.0,169.3125
468.0,9.75
92.0,1.9166666666666667
1330.0,27.708333333333332
79188.0,1649.75
2388.0,49.75
210.0,4.375
178.0,3.7083333333333335
12754.0,265.7083333333333
1953.0,40.6875
400.0,8.333333333333334
-32.0,-0.6666666666666666
60.0,1.25
-20.0,-0.4166666666666667
1034.0,21.541666666666668
-144.0,-3.0
14731.0,306.8958333333333
672.0,14.0
-38.0,-0.7916666666666666
6505.0,135.52083333333334
14619.0,304.5625
13058.0,272.0416666666667
1199.0,24.979166666666668
264.0,5.5
-53.0,-1.1041666666666667
273.0,5.6875
4377.0,91.1875
1626.0,33.875
601.0,12.520833333333334
-5.0,-0.10416666666666667
1000.0,20.833333333333332
510.0,10.625
777.0,16.1875
458.0,9.541666666666666
-144.0,-3.0
-144.0,-3.0
68.0,1.4166666666666667
-41.0,-0.8541666666666666
-23.0,-0.4791666666666667
-41.0,-0.8541666666666666
-144.0,-3.0
7662.0,159.625
-144.0,-3.0
59.0,1.2291666666666667
-144.0,-3.0
456.0,9.5
493.0,10.270833333333334
10863.0,226.3125
476.0,9.916666666666666
-29.0,-0.6041666666666666
416.0,8.666666666666666
331.0,6.895833333333333
129.0,2.6875
109.0,2.2708333333333335
597.0,12.4375
536.0,11.166666666666666
-144.0,-3.0
5013.0,104.4375
1444.0,30.083333333333332
128.0,2.6666666666666665
334947.0,6978.0625
-62.0,-1.2916666666666667
1038.0,21.625
24.0,0.5
8683.0,180.89583333333334
456.0,9.5
3288.0,68.5
645.0,13.4375
4659.0,97.0625
1967.0,40.979166666666664
178.0,3.7083333333333335
-144.0,-3.0
1300.0,27.083333333333332
3300.0,68.75
9720.0,202.5
554.0,11.541666666666666
-56.0,-1.1666666666666667
-100.0,-2.0833333333333335
-63.0,-1.3125
-74.0,-1.5416666666666667
106.0,2.2083333333333335
198.0,4.125
-130.0,-2.7083333333333335
-97.0,-2.0208333333333335
-66.0,-1.375
-80.0,-1.6666666666666667
-74.0,-1.5416666666666667
-52.0,-1.0833333333333333
-131.0,-2.7291666666666665
-101.0,-2.1041666666666665
-49.0,-1.0208333333333333
864.0,18.0
-39.0,-0.8125
551.0,11.479166666666666
-144.0,-3.0
-27.0,-0.5625
9040.0,188.33333333333334
2316.0,48.25
82.0,1.7083333333333333
18785.0,391.3541666666667
996.0,20.75
9022.0,187.95833333333334
110.0,2.2916666666666665
902.0,18.791666666666668
1056.0,22.0
-2.0,-0.041666666666666664
153.0,3.1875
12382.0,257.9583333333333
-1.0,-0.020833333333333332
-4.0,-0.08333333333333333
361.0,7.520833333333333
76.0,1.5833333333333333
145096.0,3022.8333333333335
1725.0,35.9375
4393.0,91.52083333333333
-48.0,-1.0
1875.0,39.0625
17463.0,363.8125
656.0,13.666666666666666
122.0,2.5416666666666665
421.0,8.770833333333334
348.0,7.25
16558.0,344.9583333333333
164.0,3.4166666666666665
7988.0,166.41666666666666
385.0,8.020833333333334
719.0,14.979166666666666
88.0,1.8333333333333333
443.0,9.229166666666666
539.0,11.229166666666666
-144.0,-3.0
107.0,2.2291666666666665
270.0,5.625
1980.0,41.25
77.0,1.6041666666666667
695.0,14.479166666666666
303.0,6.3125
632.0,13.166666666666666
424.0,8.833333333333334
-94.0,-1.9583333333333333
202.0,4.208333333333333
-10.0,-0.20833333333333334
854.0,17.791666666666668
-2.0,-0.041666666666666664
-39.0,-0.8125
-2.0,-0.041666666666666664
1996.0,41.583333333333336
-50.0,-1.0416666666666667
-3.0,-0.0625
126.0,2.625
6633.0,138.1875
1404.0,29.25
4516.0,94.08333333333333
157.0,3.2708333333333335
0.0,0.0
682.0,14.208333333333334
253.0,5.270833333333333
132.0,2.75
-25.0,-0.5208333333333334
973.0,20.270833333333332
8766.0,182.625
36744.0,765.5
3700.0,77.08333333333333
132.0,2.75
670.0,13.958333333333334
376.0,7.833333333333333
-1.0,-0.020833333333333332
406.0,8.458333333333334
-1.0,-0.020833333333333332
115.0,2.3958333333333335
383.0,7.979166666666667
1199.0,24.979166666666668
-24.0,-0.5
425.0,8.854166666666666
176.0,3.6666666666666665
3022.0,62.958333333333336
279.0,5.8125
282.0,5.875
1936.0,40.333333333333336
7142.0,148.79166666666666
126.0,2.625
-109.0,-2.2708333333333335
-24.0,-0.5
3134.0,65.29166666666667
1192.0,24.833333333333332
-6.0,-0.125
-9.0,-0.1875
12462.0,259.625
-6.0,-0.125
49260.0,1026.25
1580.0,32.916666666666664
383.0,7.979166666666667
4871.0,101.47916666666667
126.0,2.625
2318.0,48.291666666666664
-1.0,-0.020833333333333332
-12.0,-0.25
-3.0,-0.0625
4569.0,95.1875
1692.0,35.25
11333.0,236.10416666666666
-31.0,-0.6458333333333334
124.0,2.5833333333333335
412.0,8.583333333333334
9985.0,208.02083333333334
-24.0,-0.5
138.0,2.875
1465.0,30.520833333333332
0.0,0.0
-35.0,-0.7291666666666666
834.0,17.375
178.0,3.7083333333333335
-1.0,-0.020833333333333332
1726.0,35.958333333333336
1768.0,36.833333333333336
882.0,18.375
138.0,2.875
0.0,0.0
14410.0,300.2083333333333
-2.0,-0.041666666666666664
880.0,18.333333333333332
203.0,4.229166666666667
-36.0,-0.75
4978.0,103.70833333333333
2002.0,41.708333333333336
-24.0,-0.5
-27.0,-0.5625
857.0,17.854166666666668
460.0,9.583333333333334
236.0,4.916666666666667
522.0,10.875
3378.0,70.375
142.0,2.9583333333333335
-12.0,-0.25
1590.0,33.125
-1.0,-0.020833333333333332
858.0,17.875
4116.0,85.75
84.0,1.75
-144.0,-3.0
-3.0,-0.0625
707.0,14.729166666666666
66770.0,1391.0416666666667
1323.0,27.5625
108.0,2.25
-1.0,-0.020833333333333332
432.0,9.0
-24.0,-0.5
1829.0,38.104166666666664
-3.0,-0.0625
130.0,2.7083333333333335
-144.0,-3.0
-144.0,-3.0
-24.0,-0.5
-3.0,-0.0625
332.0,6.916666666666667
261.0,5.4375
0.0,0.0
16061.0,334.6041666666667
217.0,4.520833333333333
392.0,8.166666666666666
0.0,0.0
4062.0,84.625
17189.0,358.1041666666667
215.0,4.479166666666667
1597.0,33.270833333333336
371.0,7.729166666666667
507.0,10.5625
88041.0,1834.1875
910.0,18.958333333333332
267.0,5.5625
8909.0,185.60416666666666
7183.0,149.64583333333334
118.0,2.4583333333333335
5631.0,117.3125
-40.0,-0.8333333333333334
0.0,0.0
141.0,2.9375
-3.0,-0.0625
0.0,0.0
321.0,6.6875
10272.0,214.0
-24.0,-0.5
7489.0,156.02083333333334
7.0,0.14583333333333334
3727.0,77.64583333333333
2089.0,43.520833333333336
-2.0,-0.041666666666666664
30300.0,631.25
139.0,2.8958333333333335
1123.0,23.395833333333332
6.0,0.125
227.0,4.729166666666667
-3.0,-0.0625
-6.0,-0.125
-5.0,-0.10416666666666667
-39.0,-0.8125
336.0,7.0
50.0,1.0416666666666667
99420.0,2071.25
16515.0,344.0625
-26.0,-0.5416666666666666
125.0,2.6041666666666665
3942.0,82.125
2434.0,50.708333333333336
737.0,15.354166666666666
-39.0,-0.8125
-1.0,-0.020833333333333332
934.0,19.458333333333332
7351.0,153.14583333333334
5895.0,122.8125
-1.0,-0.020833333333333332
135.0,2.8125
14376.0,299.5
1559.0,32.479166666666664
-144.0,-3.0
199.0,4.145833333333333
-2.0,-0.041666666666666664
125565.0,2615.9375
-24.0,-0.5
1829.0,38.104166666666664
1041.0,21.6875
-12.0,-0.25
1154.0,24.041666666666668
-15.0,-0.3125
78.0,1.625
88.0,1.8333333333333333
126.0,2.625
2504.0,52.166666666666664
45611.0,950.2291666666666
5220.0,108.75
59.0,1.2291666666666667
285271.0,5943.145833333333
132.0,2.75
598.0,12.458333333333334
-22.0,-0.4583333333333333
-73.0,-1.5208333333333333
8892.0,185.25
18541.0,386.2708333333333
400.0,8.333333333333334
-27.0,-0.5625
104.0,2.1666666666666665
64.0,1.3333333333333333
20493.0,426.9375
888.0,18.5
997.0,20.770833333333332
141.0,2.9375
843.0,17.5625
-26.0,-0.5416666666666666
78.0,1.625
16175.0,336.9791666666667
-1.0,-0.020833333333333332
114.0,2.375
749.0,15.604166666666666
3306.0,68.875
611.0,12.729166666666666
234.0,4.875
78.0,1.625
126.0,2.625
2720.0,56.666666666666664
-1.0,-0.020833333333333332
-2.0,-0.041666666666666664
118.0,2.4583333333333335
2365.0,49.270833333333336
28.0,0.5833333333333334
595.0,12.395833333333334
2448.0,51.0
0.0,0.0
120.0,2.5
120.0,2.5
0.0,0.0
1168.0,24.333333333333332
2222.0,46.291666666666664
126.0,2.625
1725.0,35.9375
-2.0,-0.041666666666666664
41.0,0.8541666666666666
1251.0,26.0625
138.0,2.875
110.0,2.2916666666666665
124.0,2.5833333333333335
-12.0,-0.25
3887.0,80.97916666666667
2788.0,58.083333333333336
141.0,2.9375
100.0,2.0833333333333335
1411.0,29.395833333333332
2355.0,49.0625
843.0,17.5625
-18.0,-0.375
3597.0,74.9375
134.0,2.7916666666666665
-24.0,-0.5
4757.0,99.10416666666667
-1.0,-0.020833333333333332
255.0,5.3125
188.0,3.9166666666666665
88.0,1.8333333333333333
324.0,6.75
372.0,7.75
0.0,0.0
13885.0,289.2708333333333
2575.0,53.645833333333336
57325.0,1194.2708333333333
-24.0,-0.5
371.0,7.729166666666667
14870.0,309.7916666666667
291.0,6.0625
-10.0,-0.20833333333333334
3094.0,64.45833333333333
2177.0,45.354166666666664
326.0,6.791666666666667
25773.0,536.9375
