sum_Facebook_result,avg_Facebook_by_hour
4523.0,94.22916666666667
309.0,6.4375
21690.0,451.875
378.0,7.875
-24.0,-0.5
536.0,11.166666666666666
8624.0,179.66666666666666
50438.0,1050.7916666666667
33457.0,697.0208333333334
34232.0,713.1666666666666
545.0,11.354166666666666
9116.0,189.91666666666666
819.0,17.0625
898.0,18.708333333333332
936.0,19.5
135.0,2.8125
5761.0,120.02083333333333
30865.0,643.0208333333334
33690.0,701.875
4542.0,94.625
17140.0,357.0833333333333
-38.0,-0.7916666666666666
1053.0,21.9375
702.0,14.625
13643.0,284.2291666666667
9868.0,205.58333333333334
1944.0,40.5
11553.0,240.6875
413.0,8.604166666666666
1333.0,27.770833333333332
51307.0,1068.8958333333333
17695.0,368.6458333333333
-31.0,-0.6458333333333334
658.0,13.708333333333334
-30.0,-0.625
262870.0,5476.458333333333
13100.0,272.9166666666667
435.0,9.0625
-28.0,-0.5833333333333334
17467.0,363.8958333333333
18023.0,375.4791666666667
1669.0,34.770833333333336
9922.0,206.70833333333334
151797.0,3162.4375
5110.0,106.45833333333333
-28.0,-0.5833333333333334
183467.0,3822.2291666666665
9339.0,194.5625
5360.0,111.66666666666667
131224.0,2733.8333333333335
16724.0,348.4166666666667
6942.0,144.625
-22.0,-0.4583333333333333
3338.0,69.54166666666667
2877.0,59.9375
8539.0,177.89583333333334
-21.0,-0.4375
22243.0,463.3958333333333
84128.0,1752.6666666666667
28845.0,600.9375
-21.0,-0.4375
4203.0,87.5625
50734.0,1056.9583333333333
7406.0,154.29166666666666
5249.0,109.35416666666667
1189.0,24.770833333333332
396.0,8.25
11911.0,248.14583333333334
222.0,4.625
4345.0,90.52083333333333
16736.0,348.6666666666667
11560.0,240.83333333333334
20135.0,419.4791666666667
26943.0,561.3125
13672.0,284.8333333333333
6943.0,144.64583333333334
8710.0,181.45833333333334
32062.0,667.9583333333334
210.0,4.375
84.0,1.75
-35.0,-0.7291666666666666
-42.0,-0.875
-123.0,-2.5625
74.0,1.5416666666666667
149.0,3.1041666666666665
564.0,11.75
4152.0,86.5
-22.0,-0.4583333333333333
-123.0,-2.5625
647.0,13.479166666666666
780.0,16.25
-29.0,-0.6041666666666666
11510.0,239.79166666666666
348.0,7.25
2215.0,46.145833333333336
357.0,7.4375
237.0,4.9375
27095.0,564.4791666666666
25119.0,523.3125
-21.0,-0.4375
7491.0,156.0625
298.0,6.208333333333333
591.0,12.3125
10948.0,228.08333333333334
14496.0,302.0
52957.0,1103.2708333333333
3534.0,73.625
-35.0,-0.7291666666666666
39304.0,818.8333333333334
-66.0,-1.375
32849.0,684.3541666666666
62991.0,1312.3125
261.0,5.4375
-32.0,-0.6666666666666666
16045.0,334.2708333333333
10808.0,225.16666666666666
17749.0,369.7708333333333
22220.0,462.9166666666667
2514.0,52.375
-7.0,-0.14583333333333334
24585.0,512.1875
-40.0,-0.8333333333333334
903.0,18.8125
-40.0,-0.8333333333333334
3024.0,63.0
236.0,4.916666666666667
-39.0,-0.8125
31869.0,663.9375
-39.0,-0.8125
2699.0,56.229166666666664
284.0,5.916666666666667
15565.0,324.2708333333333
114378.0,2382.875
975.0,20.3125
33345.0,694.6875
5114.0,106.54166666666667
42.0,0.875
183.0,3.8125
3479.0,72.47916666666667
-66.0,-1.375
769.0,16.020833333333332
78.0,1.625
130004.0,2708.4166666666665
26794.0,558.2083333333334
1990.0,41.458333333333336
8632.0,179.83333333333334
17879.0,372.4791666666667
7242.0,150.875
300.0,6.25
12.0,0.25
2025.0,42.1875
38405.0,800.1041666666666
1313.0,27.354166666666668
4602.0,95.875
32857.0,684.5208333333334
2749.0,57.270833333333336
30.0,0.625
35854.0,746.9583333333334
3192.0,66.5
3154.0,65.70833333333333
6840.0,142.5
1050.0,21.875
33121.0,690.0208333333334
23909.0,498.1041666666667
59990.0,1249.7916666666667
1728.0,36.0
5721.0,119.1875
-22.0,-0.4583333333333333
47012.0,979.4166666666666
2093.0,43.604166666666664
5292.0,110.25
1805.0,37.604166666666664
221026.0,4604.708333333333
1028.0,21.416666666666668
5470.0,113.95833333333333
21263.0,442.9791666666667
25429.0,529.7708333333334
-22.0,-0.4583333333333333
252.0,5.25
-23.0,-0.4791666666666667
7297.0,152.02083333333334
8674.0,180.70833333333334
48218.0,1004.5416666666666
340.0,7.083333333333333
1938.0,40.375
-144.0,-3.0
-144.0,-3.0
8080.0,168.33333333333334
3180.0,66.25
-31.0,-0.6458333333333334
-30.0,-0.625
13003.0,270.8958333333333
-29.0,-0.6041666666666666
13386.0,278.875
-21.0,-0.4375
240626.0,5013.041666666667
444.0,9.25
-22.0,-0.4583333333333333
5362.0,111.70833333333333
81957.0,1707.4375
6527.0,135.97916666666666
-21.0,-0.4375
13105.0,273.0208333333333
23184.0,483.0
-21.0,-0.4375
-85.0,-1.7708333333333333
-21.0,-0.4375
-144.0,-3.0
-21.0,-0.4375
10946.0,228.04166666666666
2287.0,47.645833333333336
19163.0,399.2291666666667
4039.0,84.14583333333333
6092.0,126.91666666666667
4245.0,88.4375
7774.0,161.95833333333334
-54.0,-1.125
35695.0,743.6458333333334
140882.0,2935.0416666666665
5028.0,104.75
13530.0,281.875
-21.0,-0.4375
-21.0,-0.4375
32910.0,685.625
82.0,1.7083333333333333
-21.0,-0.4375
-21.0,-0.4375
1691.0,35.229166666666664
53431.0,1113.1458333333333
15199.0,316.6458333333333
4052.0,84.41666666666667
-21.0,-0.4375
31364.0,653.4166666666666
2267.0,47.229166666666664
549.0,11.4375
8573.0,178.60416666666666
26494.0,551.9583333333334
1671.0,34.8125
7654.0,159.45833333333334
49802.0,1037.5416666666667
3458.0,72.04166666666667
11999.0,249.97916666666666
10793.0,224.85416666666666
1331.0,27.729166666666668
2667.0,55.5625
8787.0,183.0625
-22.0,-0.4583333333333333
9340.0,194.58333333333334
498.0,10.375
518.0,10.791666666666666
16352.0,340.6666666666667
1863.0,38.8125
329.0,6.854166666666667
11814.0,246.125
860.0,17.916666666666668
5983.0,124.64583333333333
36435.0,759.0625
75828.0,1579.75
3435.0,71.5625
20466.0,426.375
6781.0,141.27083333333334
9512.0,198.16666666666666
25332.0,527.75
54523.0,1135.8958333333333
45995.0,958.2291666666666
30.0,0.625
-40.0,-0.8333333333333334
114958.0,2394.9583333333335
16171.0,336.8958333333333
2906.0,60.541666666666664
11020.0,229.58333333333334
170.0,3.5416666666666665
186.0,3.875
470.0,9.791666666666666
94964.0,1978.4166666666667
76.0,1.5833333333333333
6849.0,142.6875
213294.0,4443.625
18301.0,381.2708333333333
20508.0,427.25
16450.0,342.7083333333333
4818.0,100.375
57996.0,1208.25
14554.0,303.2083333333333
5776.0,120.33333333333333
-29.0,-0.6041666666666666
540.0,11.25
7517.0,156.60416666666666
5013.0,104.4375
22849.0,476.0208333333333
35372.0,736.9166666666666
40642.0,846.7083333333334
6870.0,143.125
3577.0,74.52083333333333
6827.0,142.22916666666666
65518.0,1364.9583333333333
21011.0,437.7291666666667
60454.0,1259.4583333333333
5947.0,123.89583333333333
98.0,2.0416666666666665
931.0,19.395833333333332
43668.0,909.75
10602.0,220.875
1970.0,41.041666666666664
44443.0,925.8958333333334
4489.0,93.52083333333333
16562.0,345.0416666666667
62209.0,1296.0208333333333
957.0,19.9375
3444.0,71.75
53525.0,1115.1041666666667
16007.0,333.4791666666667
-144.0,-3.0
1776.0,37.0
3998.0,83.29166666666667
-144.0,-3.0
514.0,10.708333333333334
292.0,6.083333333333333
92.0,1.9166666666666667
3156.0,65.75
14352.0,299.0
255.0,5.3125
2435.0,50.729166666666664
1604.0,33.416666666666664
3809.0,79.35416666666667
47785.0,995.5208333333334
2628.0,54.75
-22.0,-0.4583333333333333
9892.0,206.08333333333334
22487.0,468.4791666666667
-21.0,-0.4375
40601.0,845.8541666666666
1086.0,22.625
23313.0,485.6875
2097.0,43.6875
-21.0,-0.4375
8439.0,175.8125
10704.0,223.0
6740.0,140.41666666666666
14760.0,307.5
45809.0,954.3541666666666
488.0,10.166666666666666
31405.0,654.2708333333334
886.0,18.458333333333332
1604.0,33.416666666666664
12796.0,266.5833333333333
28007.0,583.4791666666666
1736.0,36.166666666666664
7136.0,148.66666666666666
65768.0,1370.1666666666667
8415.0,175.3125
20185.0,420.5208333333333
3423.0,71.3125
415.0,8.645833333333334
284.0,5.916666666666667
4164.0,86.75
27419.0,571.2291666666666
385.0,8.020833333333334
9887.0,205.97916666666666
2061.0,42.9375
1521.0,31.6875
145.0,3.0208333333333335
3914.0,81.54166666666667
943.0,19.645833333333332
2325.0,48.4375
5999.0,124.97916666666667
18772.0,391.0833333333333
1897.0,39.520833333333336
128.0,2.6666666666666665
134861.0,2809.6041666666665
2888.0,60.166666666666664
8206.0,170.95833333333334
10084.0,210.08333333333334
618.0,12.875
1419.0,29.5625
6503.0,135.47916666666666
598.0,12.458333333333334
14698.0,306.2083333333333
8582.0,178.79166666666666
4605.0,95.9375
1188.0,24.75
552.0,11.5
1937.0,40.354166666666664
3513.0,73.1875
13327.0,277.6458333333333
9809.0,204.35416666666666
-18.0,-0.375
47251.0,984.3958333333334
7818.0,162.875
2182.0,45.458333333333336
63672.0,1326.5
5330.0,111.04166666666667
9555.0,199.0625
50890.0,1060.2083333333333
2656.0,55.333333333333336
4345.0,90.52083333333333
20751.0,432.3125
-82.0,-1.7083333333333333
-144.0,-3.0
1109.0,23.104166666666668
84287.0,1755.9791666666667
2390.0,49.791666666666664
4595.0,95.72916666666667
4681.0,97.52083333333333
43716.0,910.75
2356.0,49.083333333333336
1088.0,22.666666666666668
6852.0,142.75
47192.0,983.1666666666666
-25.0,-0.5208333333333334
2099.0,43.729166666666664
4446.0,92.625
207.0,4.3125
-29.0,-0.6041666666666666
59802.0,1245.875
4987.0,103.89583333333333
921.0,19.1875
5561.0,115.85416666666667
5540.0,115.41666666666667
127.0,2.6458333333333335
13006.0,270.9583333333333
-144.0,-3.0
532.0,11.083333333333334
46017.0,958.6875
7100.0,147.91666666666666
2649.0,55.1875
6484.0,135.08333333333334
1103.0,22.979166666666668
120.0,2.5
45642.0,950.875
28580.0,595.4166666666666
32301.0,672.9375
43386.0,903.875
3786.0,78.875
15930.0,331.875
4932.0,102.75
0.0,0.0
10013.0,208.60416666666666
4019.0,83.72916666666667
11705.0,243.85416666666666
642.0,13.375
4538.0,94.54166666666667
5640.0,117.5
0.0,0.0
64074.0,1334.875
1379.0,28.729166666666668
-26.0,-0.5416666666666666
495.0,10.3125
13.0,0.2708333333333333
31925.0,665.1041666666666
234.0,4.875
994.0,20.708333333333332
108586.0,2262.2083333333335
17277.0,359.9375
455.0,9.479166666666666
283.0,5.895833333333333
324748.0,6765.583333333333
1680.0,35.0
1423.0,29.645833333333332
15031.0,313.1458333333333
225.0,4.6875
6949.0,144.77083333333334
630.0,13.125
2397.0,49.9375
23592.0,491.5
27209.0,566.8541666666666
190.0,3.9583333333333335
1452.0,30.25
7552.0,157.33333333333334
279.0,5.8125
2096.0,43.666666666666664
1355.0,28.229166666666668
24142.0,502.9583333333333
-21.0,-0.4375
-21.0,-0.4375
1443.0,30.0625
967.0,20.145833333333332
15953.0,332.3541666666667
31531.0,656.8958333333334
1021.0,21.270833333333332
144.0,3.0
491.0,10.229166666666666
5049.0,105.1875
432.0,9.0
365.0,7.604166666666667
107.0,2.2291666666666665
1186.0,24.708333333333332
4670.0,97.29166666666667
916.0,19.083333333333332
432.0,9.0
2304.0,48.0
15566.0,324.2916666666667
4460.0,92.91666666666667
31286.0,651.7916666666666
-144.0,-3.0
5444.0,113.41666666666667
239.0,4.979166666666667
3970.0,82.70833333333333
6297.0,131.1875
-22.0,-0.4583333333333333
940.0,19.583333333333332
951.0,19.8125
21577.0,449.5208333333333
101341.0,2111.2708333333335
4816.0,100.33333333333333
948.0,19.75
33471.0,697.3125
1630.0,33.958333333333336
14119.0,294.1458333333333
21751.0,453.1458333333333
-21.0,-0.4375
-31.0,-0.6458333333333334
2049.0,42.6875
1732.0,36.083333333333336
21557.0,449.1041666666667
1789.0,37.270833333333336
328.0,6.833333333333333
270.0,5.625
3968.0,82.66666666666667
698.0,14.541666666666666
4386.0,91.375
-21.0,-0.4375
426.0,8.875
5901.0,122.9375
0.0,0.0
691.0,14.395833333333334
102.0,2.125
525.0,10.9375
-144.0,-3.0
487755.0,10161.5625
9597.0,199.9375
2318.0,48.291666666666664
784.0,16.333333333333332
46701.0,972.9375
48226.0,1004.7083333333334
7538.0,157.04166666666666
1232.0,25.666666666666668
3000.0,62.5
2003.0,41.729166666666664
25901.0,539.6041666666666
41938.0,873.7083333333334
389.0,8.104166666666666
129635.0,2700.7291666666665
1367.0,28.479166666666668
235156.0,4899.083333333333
7068.0,147.25
24162.0,503.375
7099.0,147.89583333333334
95878.0,1997.4583333333333
1083.0,22.5625
19161.0,399.1875
1217.0,25.354166666666668
1662.0,34.625
0.0,0.0
21813.0,454.4375
82800.0,1725.0
4266.0,88.875
10413.0,216.9375
429.0,8.9375
209.0,4.354166666666667
62236.0,1296.5833333333333
11013.0,229.4375
256.0,5.333333333333333
17168.0,357.6666666666667
1579.0,32.895833333333336
2797.0,58.270833333333336
1156.0,24.083333333333332
31791.0,662.3125
2304.0,48.0
-21.0,-0.4375
1708.0,35.583333333333336
1357.0,28.270833333333332
215.0,4.479166666666667
196.0,4.083333333333333
2403.0,50.0625
17314.0,360.7083333333333
2180.0,45.416666666666664
4550.0,94.79166666666667
746.0,15.541666666666666
2284.0,47.583333333333336
16021.0,333.7708333333333
385.0,8.020833333333334
52074.0,1084.875
1029.0,21.4375
397.0,8.270833333333334
17382.0,362.125
649.0,13.520833333333334
695.0,14.479166666666666
3457.0,72.02083333333333
1440.0,30.0
1155.0,24.0625
3195.0,66.5625
4631.0,96.47916666666667
2722.0,56.708333333333336
559.0,11.645833333333334
5462.0,113.79166666666667
2912.0,60.666666666666664
294.0,6.125
7694.0,160.29166666666666
4435.0,92.39583333333333
4978.0,103.70833333333333
142.0,2.9583333333333335
615.0,12.8125
8848.0,184.33333333333334
20977.0,437.0208333333333
79424.0,1654.6666666666667
6544.0,136.33333333333334
197847.0,4121.8125
351.0,7.3125
2807.0,58.479166666666664
2374.0,49.458333333333336
418641.0,8721.6875
5302.0,110.45833333333333
68498.0,1427.0416666666667
5041.0,105.02083333333333
-21.0,-0.4375
144.0,3.0
1171.0,24.395833333333332
1582.0,32.958333333333336
21552.0,449.0
12598.0,262.4583333333333
5074.0,105.70833333333333
12084.0,251.75
3508.0,73.08333333333333
100.0,2.0833333333333335
12815.0,266.9791666666667
94426.0,1967.2083333333333
-22.0,-0.4583333333333333
2699.0,56.229166666666664
9801.0,204.1875
401.0,8.354166666666666
3647.0,75.97916666666667
21066.0,438.875
18776.0,391.1666666666667
10012.0,208.58333333333334
-21.0,-0.4375
2266.0,47.208333333333336
4610.0,96.04166666666667
11223.0,233.8125
4438.0,92.45833333333333
1394.0,29.041666666666668
4002.0,83.375
1625.0,33.854166666666664
179.0,3.7291666666666665
16607.0,345.9791666666667
3654.0,76.125
128024.0,2667.1666666666665
7852.0,163.58333333333334
819.0,17.0625
3245.0,67.60416666666667
6201.0,129.1875
3154.0,65.70833333333333
3817.0,79.52083333333333
-86.0,-1.7916666666666667
4389.0,91.4375
9730.0,202.70833333333334
12143.0,252.97916666666666
284.0,5.916666666666667
210871.0,4393.145833333333
219905.0,4581.354166666667
5118.0,106.625
11863.0,247.14583333333334
4044.0,84.25
3027.0,63.0625
135007.0,2812.6458333333335
0.0,0.0
30809.0,641.8541666666666
29651.0,617.7291666666666
2611.0,54.395833333333336
21157.0,440.7708333333333
1900.0,39.583333333333336
8020.0,167.08333333333334
1898.0,39.541666666666664
252.0,5.25
6167.0,128.47916666666666
318.0,6.625
55896.0,1164.5
4662.0,97.125
714.0,14.875
-37.0,-0.7708333333333334
138.0,2.875
4691.0,97.72916666666667
-49.0,-1.0208333333333333
210.0,4.375
-50.0,-1.0416666666666667
-31.0,-0.6458333333333334
5075.0,105.72916666666667
3656.0,76.16666666666667
1571.0,32.729166666666664
1057.0,22.020833333333332
3288.0,68.5
6806.0,141.79166666666666
4100.0,85.41666666666667
56102.0,1168.7916666666667
565.0,11.770833333333334
8921.0,185.85416666666666
2349.0,48.9375
5573.0,116.10416666666667
2109.0,43.9375
995.0,20.729166666666668
1202.0,25.041666666666668
16029.0,333.9375
37.0,0.7708333333333334
12681.0,264.1875
66665.0,1388.8541666666667
1966.0,40.958333333333336
144.0,3.0
18908.0,393.9166666666667
0.0,0.0
2266.0,47.208333333333336
4693.0,97.77083333333333
1070.0,22.291666666666668
2454.0,51.125
15197.0,316.6041666666667
836.0,17.416666666666668
1362.0,28.375
144.0,3.0
-3.0,-0.0625
223.0,4.645833333333333
857.0,17.854166666666668
922.0,19.208333333333332
735.0,15.3125
207939.0,4332.0625
3556.0,74.08333333333333
698.0,14.541666666666666
224.0,4.666666666666667
6022.0,125.45833333333333
1157.0,24.104166666666668
5633.0,117.35416666666667
14881.0,310.0208333333333
-17.0,-0.3541666666666667
752.0,15.666666666666666
345.0,7.1875
102928.0,2144.3333333333335
15669.0,326.4375
1864.0,38.833333333333336
2795.0,58.229166666666664
57690.0,1201.875
58063.0,1209.6458333333333
3972.0,82.75
2102.0,43.791666666666664
48570.0,1011.875
1152.0,24.0
6155.0,128.22916666666666
13887.0,289.3125
1302.0,27.125
1383.0,28.8125
13704.0,285.5
44055.0,917.8125
42943.0,894.6458333333334
8324.0,173.41666666666666
9948.0,207.25
4581.0,95.4375
76653.0,1596.9375
178309.0,3714.7708333333335
836.0,17.416666666666668
11469.0,238.9375
204.0,4.25
4844.0,100.91666666666667
11866.0,247.20833333333334
305.0,6.354166666666667
14102.0,293.7916666666667
134254.0,2796.9583333333335
285213.0,5941.9375
16831.0,350.6458333333333
13267.0,276.3958333333333
4067.0,84.72916666666667
526.0,10.958333333333334
80541.0,1677.9375
2029.0,42.270833333333336
8752.0,182.33333333333334
3052.0,63.583333333333336
29.0,0.6041666666666666
1161.0,24.1875
13636.0,284.0833333333333
-21.0,-0.4375
42761.0,890.8541666666666
6803.0,141.72916666666666
2583.0,53.8125
-42.0,-0.875
2430.0,50.625
24582.0,512.125
-21.0,-0.4375
17371.0,361.8958333333333
40931.0,852.7291666666666
7170.0,149.375
541.0,11.270833333333334
1427.0,29.729166666666668
-21.0,-0.4375
1486.0,30.958333333333332
8192.0,170.66666666666666
179.0,3.7291666666666665
2207.0,45.979166666666664
75801.0,1579.1875
-21.0,-0.4375
0.0,0.0
1311.0,27.3125
1596.0,33.25
501.0,10.4375
143673.0,2993.1875
26098.0,543.7083333333334
19276.0,401.5833333333333
26960.0,561.6666666666666
60278.0,1255.7916666666667
15978.0,332.875
59127.0,1231.8125
2.0,0.041666666666666664
1407.0,29.3125
74.0,1.5416666666666667
6491.0,135.22916666666666
-114.0,-2.375
3328.0,69.33333333333333
546.0,11.375
22300.0,464.5833333333333
2863.0,59.645833333333336
-33.0,-0.6875
4410.0,91.875
955.0,19.895833333333332
92.0,1.9166666666666667
66.0,1.375
45321.0,944.1875
6933.0,144.4375
-141.0,-2.9375
10698.0,222.875
798.0,16.625
2981.0,62.104166666666664
33354.0,694.875
963.0,20.0625
423.0,8.8125
225.0,4.6875
-32.0,-0.6666666666666666
3580.0,74.58333333333333
