sum_GooglePlus_result,avg_GooglePlus_by_hour
-6.0,-0.125
-3.0,-0.0625
-2.0,-0.041666666666666664
-6.0,-0.125
-25.0,-0.5208333333333334
373.0,7.770833333333333
-18.0,-0.375
-3.0,-0.0625
-15.0,-0.3125
0.0,0.0
550.0,11.458333333333334
-1.0,-0.020833333333333332
280.0,5.833333333333333
-18.0,-0.375
-1.0,-0.020833333333333332
0.0,0.0
-43.0,-0.8958333333333334
-12.0,-0.25
-18.0,-0.375
-27.0,-0.5625
-24.0,-0.5
-24.0,-0.5
-26.0,-0.5416666666666666
-2.0,-0.041666666666666664
-6.0,-0.125
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
137.0,2.8541666666666665
-6.0,-0.125
-3.0,-0.0625
-31.0,-0.6458333333333334
268.0,5.583333333333333
0.0,0.0
-1.0,-0.020833333333333332
-25.0,-0.5208333333333334
-24.0,-0.5
-2.0,-0.041666666666666664
-33.0,-0.6875
-1.0,-0.020833333333333332
-27.0,-0.5625
-3.0,-0.0625
-24.0,-0.5
0.0,0.0
0.0,0.0
-21.0,-0.4375
-9.0,-0.1875
-24.0,-0.5
1142.0,23.791666666666668
-2.0,-0.041666666666666664
-3.0,-0.0625
146.0,3.0416666666666665
-2.0,-0.041666666666666664
0.0,0.0
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-2.0,-0.041666666666666664
-9.0,-0.1875
-1.0,-0.020833333333333332
-3.0,-0.0625
-3.0,-0.0625
-1.0,-0.020833333333333332
532.0,11.083333333333334
-1.0,-0.020833333333333332
296.0,6.166666666666667
-15.0,-0.3125
-30.0,-0.625
-1.0,-0.020833333333333332
86.0,1.7916666666666667
230.0,4.791666666666667
-2.0,-0.041666666666666664
69.0,1.4375
733.0,15.270833333333334
-18.0,-0.375
138.0,2.875
-3.0,-0.0625
0.0,0.0
-24.0,-0.5
-3.0,-0.0625
35.0,0.7291666666666666
175.0,3.6458333333333335
-66.0,-1.375
352.0,7.333333333333333
-69.0,-1.4375
-24.0,-0.5
-24.0,-0.5
-24.0,-0.5
599.0,12.479166666666666
142.0,2.9583333333333335
-24.0,-0.5
-32.0,-0.6666666666666666
0.0,0.0
-1.0,-0.020833333333333332
-25.0,-0.5208333333333334
-25.0,-0.5208333333333334
123.0,2.5625
0.0,0.0
138.0,2.875
1307.0,27.229166666666668
0.0,0.0
-1.0,-0.020833333333333332
-21.0,-0.4375
-28.0,-0.5833333333333334
