sum_GooglePlus_result,avg_GooglePlus_by_hour
52.0,1.0833333333333333
-6.0,-0.125
2189.0,45.604166666666664
7.0,0.14583333333333334
-45.0,-0.9375
5253.0,109.4375
-3.0,-0.0625
-24.0,-0.5
72.0,1.5
168.0,3.5
-27.0,-0.5625
255.0,5.3125
72.0,1.5
-9.0,-0.1875
66.0,1.375
136.0,2.8333333333333335
-24.0,-0.5
102.0,2.125
203.0,4.229166666666667
261.0,5.4375
-24.0,-0.5
-21.0,-0.4375
2710.0,56.458333333333336
416.0,8.666666666666666
-15.0,-0.3125
-30.0,-0.625
-74.0,-1.5416666666666667
-18.0,-0.375
-51.0,-1.0625
-144.0,-3.0
98.0,2.0416666666666665
-74.0,-1.5416666666666667
-36.0,-0.75
2172.0,45.25
125.0,2.6041666666666665
1447.0,30.145833333333332
384.0,8.0
-74.0,-1.5416666666666667
-51.0,-1.0625
607.0,12.645833333333334
286.0,5.958333333333333
-54.0,-1.125
-48.0,-1.0
-3.0,-0.0625
-51.0,-1.0625
-33.0,-0.6875
-6.0,-0.125
-12.0,-0.25
-144.0,-3.0
-144.0,-3.0
-36.0,-0.75
-39.0,-0.8125
-21.0,-0.4375
66.0,1.375
-144.0,-3.0
163.0,3.3958333333333335
-144.0,-3.0
-3.0,-0.0625
-144.0,-3.0
-42.0,-0.875
42.0,0.875
393.0,8.1875
-18.0,-0.375
-27.0,-0.5625
-2.0,-0.041666666666666664
478.0,9.958333333333334
-51.0,-1.0625
-9.0,-0.1875
-4.0,-0.08333333333333333
-74.0,-1.5416666666666667
-144.0,-3.0
912.0,19.0
-3.0,-0.0625
-4.0,-0.08333333333333333
558.0,11.625
-60.0,-1.25
89.0,1.8541666666666667
-36.0,-0.75
206.0,4.291666666666667
-42.0,-0.875
36.0,0.75
66.0,1.375
181.0,3.7708333333333335
667.0,13.895833333333334
-21.0,-0.4375
-144.0,-3.0
12.0,0.25
-84.0,-1.75
-63.0,-1.3125
-118.0,-2.4583333333333335
-54.0,-1.125
-120.0,-2.5
-61.0,-1.2708333333333333
-107.0,-2.2291666666666665
91.0,1.8958333333333333
-47.0,-0.9791666666666666
-128.0,-2.6666666666666665
-95.0,-1.9791666666666667
-65.0,-1.3541666666666667
-78.0,-1.625
-72.0,-1.5
-50.0,-1.0416666666666667
-129.0,-2.6875
-99.0,-2.0625
-47.0,-0.9791666666666666
-30.0,-0.625
-107.0,-2.2291666666666665
-3.0,-0.0625
-144.0,-3.0
