sum_GooglePlus_result,avg_GooglePlus_by_hour
1287.0,26.8125
463.0,9.645833333333334
132.0,2.75
365.0,7.604166666666667
247.0,5.145833333333333
432.0,9.0
3217.0,67.02083333333333
1732.0,36.083333333333336
3358.0,69.95833333333333
8575.0,178.64583333333334
9757.0,203.27083333333334
2230.0,46.458333333333336
-112.0,-2.3333333333333335
17337.0,361.1875
156.0,3.25
-39.0,-0.8125
6544.0,136.33333333333334
801.0,16.6875
348.0,7.25
193.0,4.020833333333333
-3.0,-0.0625
3255.0,67.8125
-24.0,-0.5
3633.0,75.6875
3988.0,83.08333333333333
1230.0,25.625
-92.0,-1.9166666666666667
390.0,8.125
426.0,8.875
-116.0,-2.4166666666666665
3937.0,82.02083333333333
5376.0,112.0
-33.0,-0.6875
592.0,12.333333333333334
-72.0,-1.5
79.0,1.6458333333333333
220.0,4.583333333333333
-124.0,-2.5833333333333335
297.0,6.1875
-51.0,-1.0625
-19.0,-0.3958333333333333
54.0,1.125
4764.0,99.25
300.0,6.25
2163.0,45.0625
-45.0,-0.9375
-140.0,-2.9166666666666665
64.0,1.3333333333333333
-56.0,-1.1666666666666667
-108.0,-2.25
148.0,3.0833333333333335
-12.0,-0.25
650.0,13.541666666666666
120.0,2.5
-144.0,-3.0
-66.0,-1.375
-104.0,-2.1666666666666665
-144.0,-3.0
296.0,6.166666666666667
12.0,0.25
-36.0,-0.75
169.0,3.5208333333333335
124.0,2.5833333333333335
168.0,3.5
455.0,9.479166666666666
144.0,3.0
-105.0,-2.1875
-120.0,-2.5
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
472.0,9.833333333333334
-140.0,-2.9166666666666665
-144.0,-3.0
-140.0,-2.9166666666666665
248.0,5.166666666666667
-144.0,-3.0
-64.0,-1.3333333333333333
92.0,1.9166666666666667
-128.0,-2.6666666666666665
-144.0,-3.0
-18.0,-0.375
-144.0,-3.0
-144.0,-3.0
-52.0,-1.0833333333333333
129.0,2.6875
-102.0,-2.125
-81.0,-1.6875
-90.0,-1.875
-101.0,-2.1041666666666665
14.0,0.2916666666666667
20.0,0.4166666666666667
-134.0,-2.7916666666666665
-67.0,-1.3958333333333333
-59.0,-1.2291666666666667
-109.0,-2.2708333333333335
-144.0,-3.0
-144.0,-3.0
-87.0,-1.8125
-144.0,-3.0
-144.0,-3.0
-135.0,-2.8125
-117.0,-2.4375
-69.0,-1.4375
-123.0,-2.5625
-41.0,-0.8541666666666666
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
-45.0,-0.9375
-85.0,-1.7708333333333333
-94.0,-1.9583333333333333
-144.0,-3.0
-144.0,-3.0
-59.0,-1.2291666666666667
-144.0,-3.0
-70.0,-1.4583333333333333
-143.0,-2.9791666666666665
-134.0,-2.7916666666666665
-57.0,-1.1875
1609.0,33.520833333333336
-75.0,-1.5625
-89.0,-1.8541666666666667
-112.0,-2.3333333333333335
-42.0,-0.875
-48.0,-1.0
-143.0,-2.9791666666666665
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
80.0,1.6666666666666667
-144.0,-3.0
-144.0,-3.0
-120.0,-2.5
-80.0,-1.6666666666666667
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
-108.0,-2.25
-137.0,-2.8541666666666665
-144.0,-3.0
-79.0,-1.6458333333333333
-144.0,-3.0
-144.0,-3.0
-144.0,-3.0
-54.0,-1.125
-144.0,-3.0
-144.0,-3.0
15962.0,332.5416666666667
8342.0,173.79166666666666
-75.0,-1.5625
612.0,12.75
12.0,0.25
513.0,10.6875
-144.0,-3.0
-144.0,-3.0
323.0,6.729166666666667
2882.0,60.041666666666664
440.0,9.166666666666666
-138.0,-2.875
-142.0,-2.9583333333333335
-18.0,-0.375
-144.0,-3.0
316.0,6.583333333333333
-144.0,-3.0
138.0,2.875
-9.0,-0.1875
372.0,7.75
989.0,20.604166666666668
276.0,5.75
35.0,0.7291666666666666
-74.0,-1.5416666666666667
1224.0,25.5
1029.0,21.4375
-18.0,-0.375
-12.0,-0.25
84.0,1.75
963.0,20.0625
822.0,17.125
-25.0,-0.5208333333333334
1313.0,27.354166666666668
1077.0,22.4375
229.0,4.770833333333333
126.0,2.625
96.0,2.0
432.0,9.0
-24.0,-0.5
2521.0,52.520833333333336
-120.0,-2.5
154.0,3.2083333333333335
368.0,7.666666666666667
6641.0,138.35416666666666
1980.0,41.25
-144.0,-3.0
6484.0,135.08333333333334
-144.0,-3.0
-2.0,-0.041666666666666664
-6.0,-0.125
-144.0,-3.0
264.0,5.5
277.0,5.770833333333333
-68.0,-1.4166666666666667
-144.0,-3.0
-33.0,-0.6875
407.0,8.479166666666666
-29.0,-0.6041666666666666
456.0,9.5
480.0,10.0
3236.0,67.41666666666667
5191.0,108.14583333333333
227.0,4.729166666666667
60.0,1.25
293.0,6.104166666666667
339.0,7.0625
2405.0,50.104166666666664
-24.0,-0.5
-24.0,-0.5
-24.0,-0.5
1047.0,21.8125
-25.0,-0.5208333333333334
-24.0,-0.5
-37.0,-0.7708333333333334
7954.0,165.70833333333334
11510.0,239.79166666666666
48.0,1.0
264.0,5.5
-144.0,-3.0
-98.0,-2.0416666666666665
-144.0,-3.0
-144.0,-3.0
-24.0,-0.5
-43.0,-0.8958333333333334
-26.0,-0.5416666666666666
-25.0,-0.5208333333333334
7491.0,156.0625
-25.0,-0.5208333333333334
-27.0,-0.5625
2541.0,52.9375
-28.0,-0.5833333333333334
-29.0,-0.6041666666666666
84.0,1.75
-24.0,-0.5
44.0,0.9166666666666666
-6.0,-0.125
-24.0,-0.5
356.0,7.416666666666667
465.0,9.6875
-24.0,-0.5
-25.0,-0.5208333333333334
-24.0,-0.5
238.0,4.958333333333333
-24.0,-0.5
-29.0,-0.6041666666666666
-24.0,-0.5
-3.0,-0.0625
388.0,8.083333333333334
-144.0,-3.0
860.0,17.916666666666668
-3.0,-0.0625
-25.0,-0.5208333333333334
12.0,0.25
-25.0,-0.5208333333333334
-3.0,-0.0625
-24.0,-0.5
7978.0,166.20833333333334
126.0,2.625
4472.0,93.16666666666667
-3.0,-0.0625
-76.0,-1.5833333333333333
132.0,2.75
140.0,2.9166666666666665
-111.0,-2.3125
305.0,6.354166666666667
-144.0,-3.0
85.0,1.7708333333333333
-30.0,-0.625
-2.0,-0.041666666666666664
-27.0,-0.5625
166.0,3.4583333333333335
-18.0,-0.375
80.0,1.6666666666666667
970.0,20.208333333333332
132.0,2.75
-105.0,-2.1875
34127.0,710.9791666666666
-24.0,-0.5
402.0,8.375
1064.0,22.166666666666668
-25.0,-0.5208333333333334
-105.0,-2.1875
1962.0,40.875
-3.0,-0.0625
1541.0,32.104166666666664
-25.0,-0.5208333333333334
-24.0,-0.5
6455.0,134.47916666666666
648.0,13.5
8064.0,168.0
-5.0,-0.10416666666666667
-25.0,-0.5208333333333334
91.0,1.8958333333333333
2493.0,51.9375
817.0,17.020833333333332
-24.0,-0.5
-24.0,-0.5
-36.0,-0.75
135.0,2.8125
884.0,18.416666666666668
-63.0,-1.3125
117.0,2.4375
-24.0,-0.5
138.0,2.875
