sum_GooglePlus_result,avg_GooglePlus_by_hour
511.0,10.645833333333334
-33.0,-0.6875
-3.0,-0.0625
-1.0,-0.020833333333333332
-2.0,-0.041666666666666664
-3.0,-0.0625
9732.0,202.75
-1.0,-0.020833333333333332
-39.0,-0.8125
0.0,0.0
-2.0,-0.041666666666666664
-24.0,-0.5
0.0,0.0
0.0,0.0
82.0,1.7083333333333333
139.0,2.8958333333333335
491.0,10.229166666666666
664.0,13.833333333333334
-2.0,-0.041666666666666664
0.0,0.0
998.0,20.791666666666668
386.0,8.041666666666666
570.0,11.875
0.0,0.0
620.0,12.916666666666666
-12.0,-0.25
-3.0,-0.0625
-2.0,-0.041666666666666664
-12.0,-0.25
7.0,0.14583333333333334
-130.0,-2.7083333333333335
372.0,7.75
-2.0,-0.041666666666666664
-3.0,-0.0625
-1.0,-0.020833333333333332
1365.0,28.4375
102.0,2.125
50.0,1.0416666666666667
-3.0,-0.0625
-6.0,-0.125
-25.0,-0.5208333333333334
972.0,20.25
1176.0,24.5
629.0,13.104166666666666
136.0,2.8333333333333335
-21.0,-0.4375
74.0,1.5416666666666667
591.0,12.3125
72.0,1.5
-33.0,-0.6875
4859.0,101.22916666666667
-3.0,-0.0625
-3.0,-0.0625
1333.0,27.770833333333332
0.0,0.0
-2.0,-0.041666666666666664
-1.0,-0.020833333333333332
1792.0,37.333333333333336
502.0,10.458333333333334
386.0,8.041666666666666
570.0,11.875
43.0,0.8958333333333334
0.0,0.0
-3.0,-0.0625
-18.0,-0.375
182.0,3.7916666666666665
-21.0,-0.4375
60.0,1.25
0.0,0.0
331.0,6.895833333333333
0.0,0.0
-144.0,-3.0
-45.0,-0.9375
1621.0,33.770833333333336
-9.0,-0.1875
0.0,0.0
55.0,1.1458333333333333
96.0,2.0
126.0,2.625
-18.0,-0.375
0.0,0.0
-18.0,-0.375
96.0,2.0
0.0,0.0
-2.0,-0.041666666666666664
11192.0,233.16666666666666
-3.0,-0.0625
337.0,7.020833333333333
-6.0,-0.125
1986.0,41.375
7818.0,162.875
216.0,4.5
-1.0,-0.020833333333333332
124.0,2.5833333333333335
-2.0,-0.041666666666666664
-3.0,-0.0625
0.0,0.0
86.0,1.7916666666666667
1449.0,30.1875
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
337.0,7.020833333333333
0.0,0.0
143.0,2.9791666666666665
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
279.0,5.8125
-3.0,-0.0625
222.0,4.625
0.0,0.0
0.0,0.0
-18.0,-0.375
321.0,6.6875
275.0,5.729166666666667
144.0,3.0
572.0,11.916666666666666
107.0,2.2291666666666665
-6.0,-0.125
0.0,0.0
-144.0,-3.0
14593.0,304.0208333333333
-2.0,-0.041666666666666664
-2.0,-0.041666666666666664
4402.0,91.70833333333333
489.0,10.1875
758.0,15.791666666666666
0.0,0.0
140.0,2.9166666666666665
2068.0,43.083333333333336
-3.0,-0.0625
-39.0,-0.8125
0.0,0.0
-1.0,-0.020833333333333332
-3.0,-0.0625
0.0,0.0
491.0,10.229166666666666
-12.0,-0.25
-2.0,-0.041666666666666664
-9.0,-0.1875
4088.0,85.16666666666667
-18.0,-0.375
141.0,2.9375
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-3.0,-0.0625
144.0,3.0
136.0,2.8333333333333335
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
0.0,0.0
513.0,10.6875
7819.0,162.89583333333334
-36.0,-0.75
388.0,8.083333333333334
-2.0,-0.041666666666666664
1209.0,25.1875
457.0,9.520833333333334
520.0,10.833333333333334
0.0,0.0
-2.0,-0.041666666666666664
893.0,18.604166666666668
84.0,1.75
-3.0,-0.0625
-3.0,-0.0625
84.0,1.75
234.0,4.875
-6.0,-0.125
-6.0,-0.125
-39.0,-0.8125
2428.0,50.583333333333336
-144.0,-3.0
-1.0,-0.020833333333333332
0.0,0.0
-24.0,-0.5
-6.0,-0.125
-1.0,-0.020833333333333332
1227.0,25.5625
-3.0,-0.0625
42.0,0.875
0.0,0.0
-24.0,-0.5
-1.0,-0.020833333333333332
49.0,1.0208333333333333
-24.0,-0.5
-25.0,-0.5208333333333334
-24.0,-0.5
-36.0,-0.75
1114.0,23.208333333333332
3833.0,79.85416666666667
-3.0,-0.0625
133.0,2.7708333333333335
-42.0,-0.875
-1.0,-0.020833333333333332
137.0,2.8541666666666665
-2.0,-0.041666666666666664
-24.0,-0.5
-45.0,-0.9375
204.0,4.25
-109.0,-2.2708333333333335
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-26.0,-0.5416666666666666
0.0,0.0
-6.0,-0.125
-57.0,-1.1875
1661.0,34.604166666666664
-6.0,-0.125
136.0,2.8333333333333335
-24.0,-0.5
-2.0,-0.041666666666666664
-2.0,-0.041666666666666664
-1.0,-0.020833333333333332
-24.0,-0.5
57.0,1.1875
140.0,2.9166666666666665
0.0,0.0
-9.0,-0.1875
-45.0,-0.9375
-44.0,-0.9166666666666666
-1.0,-0.020833333333333332
8013.0,166.9375
200.0,4.166666666666667
-1.0,-0.020833333333333332
-24.0,-0.5
-18.0,-0.375
-3.0,-0.0625
285.0,5.9375
1494.0,31.125
400.0,8.333333333333334
339.0,7.0625
142.0,2.9583333333333335
-1.0,-0.020833333333333332
163.0,3.3958333333333335
782.0,16.291666666666668
-2.0,-0.041666666666666664
-1.0,-0.020833333333333332
282.0,5.875
-25.0,-0.5208333333333334
-24.0,-0.5
-1.0,-0.020833333333333332
688.0,14.333333333333334
-3.0,-0.0625
279.0,5.8125
227.0,4.729166666666667
-1.0,-0.020833333333333332
284.0,5.916666666666667
162.0,3.375
-1.0,-0.020833333333333332
-130.0,-2.7083333333333335
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
630.0,13.125
0.0,0.0
0.0,0.0
-1.0,-0.020833333333333332
0.0,0.0
257.0,5.354166666666667
0.0,0.0
277.0,5.770833333333333
-18.0,-0.375
80.0,1.6666666666666667
-3.0,-0.0625
-1.0,-0.020833333333333332
-3.0,-0.0625
1237.0,25.770833333333332
103.0,2.1458333333333335
-1.0,-0.020833333333333332
-27.0,-0.5625
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
0.0,0.0
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
509.0,10.604166666666666
-9.0,-0.1875
133.0,2.7708333333333335
746.0,15.541666666666666
1956.0,40.75
252.0,5.25
-24.0,-0.5
347.0,7.229166666666667
137.0,2.8541666666666665
-2.0,-0.041666666666666664
-2.0,-0.041666666666666664
-25.0,-0.5208333333333334
-26.0,-0.5416666666666666
217.0,4.520833333333333
8.0,0.16666666666666666
-2.0,-0.041666666666666664
-24.0,-0.5
411.0,8.5625
-24.0,-0.5
451.0,9.395833333333334
8125.0,169.27083333333334
1740.0,36.25
-1.0,-0.020833333333333332
-3.0,-0.0625
711.0,14.8125
-3.0,-0.0625
142.0,2.9583333333333335
-1.0,-0.020833333333333332
247.0,5.145833333333333
-18.0,-0.375
-15.0,-0.3125
-21.0,-0.4375
248.0,5.166666666666667
-15.0,-0.3125
588.0,12.25
-36.0,-0.75
-43.0,-0.8958333333333334
-6.0,-0.125
-42.0,-0.875
-33.0,-0.6875
-1.0,-0.020833333333333332
-2.0,-0.041666666666666664
132.0,2.75
-3.0,-0.0625
