sum_GooglePlus_result,avg_GooglePlus_by_hour
829.0,17.270833333333332
206.0,4.291666666666667
1996.0,41.583333333333336
-30.0,-0.625
9586.0,199.70833333333334
129.0,2.6875
-3.0,-0.0625
-15.0,-0.3125
2033.0,42.354166666666664
-15.0,-0.3125
1552.0,32.333333333333336
244.0,5.083333333333333
-27.0,-0.5625
348.0,7.25
132.0,2.75
1046.0,21.791666666666668
-6.0,-0.125
216.0,4.5
136.0,2.8333333333333335
-39.0,-0.8125
-144.0,-3.0
111.0,2.3125
-18.0,-0.375
465.0,9.6875
3753.0,78.1875
-21.0,-0.4375
-74.0,-1.5416666666666667
108.0,2.25
-24.0,-0.5
119.0,2.4791666666666665
-144.0,-3.0
-74.0,-1.5416666666666667
0.0,0.0
1605.0,33.4375
-39.0,-0.8125
-33.0,-0.6875
-144.0,-3.0
-18.0,-0.375
102.0,2.125
-74.0,-1.5416666666666667
-30.0,-0.625
-74.0,-1.5416666666666667
-30.0,-0.625
24.0,0.5
164.0,3.4166666666666665
-144.0,-3.0
-144.0,-3.0
-109.0,-2.2708333333333335
-53.0,-1.1041666666666667
-38.0,-0.7916666666666666
-59.0,-1.2291666666666667
-57.0,-1.1875
-125.0,-2.6041666666666665
-55.0,-1.1458333333333333
-129.0,-2.6875
-32.0,-0.6666666666666666
-46.0,-0.9583333333333334
-39.0,-0.8125
-72.0,-1.5
-21.0,-0.4375
-3.0,-0.0625
-24.0,-0.5
132.0,2.75
66.0,1.375
-27.0,-0.5625
1077.0,22.4375
469.0,9.770833333333334
-42.0,-0.875
254.0,5.291666666666667
0.0,0.0
-21.0,-0.4375
86.0,1.7916666666666667
0.0,0.0
876.0,18.25
132.0,2.75
148.0,3.0833333333333335
0.0,0.0
198.0,4.125
381.0,7.9375
48.0,1.0
500.0,10.416666666666666
111.0,2.3125
-28.0,-0.5833333333333334
0.0,0.0
0.0,0.0
207.0,4.3125
0.0,0.0
402.0,8.375
-3.0,-0.0625
-1.0,-0.020833333333333332
228.0,4.75
-24.0,-0.5
0.0,0.0
-144.0,-3.0
-12.0,-0.25
239.0,4.979166666666667
87.0,1.8125
1016.0,21.166666666666668
142.0,2.9583333333333335
-3.0,-0.0625
87.0,1.8125
392.0,8.166666666666666
-107.0,-2.2291666666666665
-107.0,-2.2291666666666665
-107.0,-2.2291666666666665
-42.0,-0.875
-9.0,-0.1875
-66.0,-1.375
-57.0,-1.1875
-12.0,-0.25
-26.0,-0.5416666666666666
-25.0,-0.5208333333333334
-124.0,-2.5833333333333335
-24.0,-0.5
-24.0,-0.5
-24.0,-0.5
848.0,17.666666666666668
-66.0,-1.375
2309.0,48.104166666666664
-25.0,-0.5208333333333334
2059.0,42.895833333333336
-24.0,-0.5
-24.0,-0.5
-24.0,-0.5
-1.0,-0.020833333333333332
-3.0,-0.0625
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
119.0,2.4791666666666665
14307.0,298.0625
384.0,8.0
142.0,2.9583333333333335
0.0,0.0
-24.0,-0.5
-25.0,-0.5208333333333334
-24.0,-0.5
1324.0,27.583333333333332
-24.0,-0.5
-51.0,-1.0625
0.0,0.0
212.0,4.416666666666667
-24.0,-0.5
306.0,6.375
121.0,2.5208333333333335
0.0,0.0
0.0,0.0
142.0,2.9583333333333335
3504.0,73.0
22240.0,463.3333333333333
2294.0,47.791666666666664
-1.0,-0.020833333333333332
0.0,0.0
0.0,0.0
0.0,0.0
-24.0,-0.5
-24.0,-0.5
271.0,5.645833333333333
951.0,19.8125
-24.0,-0.5
-144.0,-3.0
726.0,15.125
0.0,0.0
138.0,2.875
-27.0,-0.5625
259.0,5.395833333333333
426.0,8.875
140.0,2.9166666666666665
0.0,0.0
2838.0,59.125
271.0,5.645833333333333
-1.0,-0.020833333333333332
161.0,3.3541666666666665
0.0,0.0
507.0,10.5625
-24.0,-0.5
929.0,19.354166666666668
537.0,11.1875
-69.0,-1.4375
-28.0,-0.5833333333333334
-24.0,-0.5
-1.0,-0.020833333333333332
-2.0,-0.041666666666666664
0.0,0.0
-24.0,-0.5
-30.0,-0.625
4425.0,92.1875
1829.0,38.104166666666664
142.0,2.9583333333333335
-24.0,-0.5
-24.0,-0.5
942.0,19.625
0.0,0.0
894.0,18.625
-26.0,-0.5416666666666666
-25.0,-0.5208333333333334
165.0,3.4375
0.0,0.0
-1.0,-0.020833333333333332
-28.0,-0.5833333333333334
-25.0,-0.5208333333333334
-24.0,-0.5
21.0,0.4375
-3.0,-0.0625
-1.0,-0.020833333333333332
108.0,2.25
-26.0,-0.5416666666666666
-1.0,-0.020833333333333332
216.0,4.5
727.0,15.145833333333334
142.0,2.9583333333333335
-2.0,-0.041666666666666664
-21.0,-0.4375
-1.0,-0.020833333333333332
-27.0,-0.5625
488.0,10.166666666666666
120.0,2.5
-6.0,-0.125
-6.0,-0.125
4382.0,91.29166666666667
-100.0,-2.0833333333333335
-25.0,-0.5208333333333334
-3.0,-0.0625
674.0,14.041666666666666
142.0,2.9583333333333335
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-48.0,-1.0
-24.0,-0.5
-45.0,-0.9375
1999.0,41.645833333333336
-1.0,-0.020833333333333332
0.0,0.0
108.0,2.25
122.0,2.5416666666666665
-89.0,-1.8541666666666667
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-42.0,-0.875
-3.0,-0.0625
-27.0,-0.5625
-39.0,-0.8125
711.0,14.8125
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-27.0,-0.5625
-3.0,-0.0625
68.0,1.4166666666666667
3646.0,75.95833333333333
0.0,0.0
0.0,0.0
-25.0,-0.5208333333333334
296.0,6.166666666666667
0.0,0.0
-3.0,-0.0625
-24.0,-0.5
-26.0,-0.5416666666666666
12484.0,260.0833333333333
286.0,5.958333333333333
36.0,0.75
-3.0,-0.0625
138.0,2.875
144.0,3.0
128.0,2.6666666666666665
