word_title,count
reforestation,1
$16.4,1
trail,1
degrade,1
$16.2,1
Previous,1
AFWERX,1
incoming,1
interaction,1
filing,1
art,1
brands,1
voyage,1
Sherpa-NG,1
inner,1
Audacy’s,1
spared,1
Antwerp,1
events”,1
roundabout,1
hitched,1
week”,1
those,1
flight-termination,1
erects,1
inertial,1
SBIRS-3,1
mobile-broadband,1
likelihood,1
Improved”,1
Freaked,1
“Challenging,1
Hint,1
Wasn’t,1
‘Dumping’,1
"Berger,",1
Footage,1
"Prokhorov,",1
$941,1
Recognizes,1
"Resolved,",1
NBC,1
"Deno,",1
$17.7B,1
Alternatives’,1
Amazing,1
Maze,1
"Mango,",1
STORRM,1
"Spate,",1
"Altwegg,",1
TerreStar,1
F-16,1
Bucks,1
Amazonas-2,1
collisions?,1
waters,1
way!,1
recognize,1
ORS:,1
[NMpolitics.net],1
Remedy,1
Commerce ,1
crust,1
$27.2,1
environment’,1
redundant’,1
‘transparency,1
automaker,1
125,1
‘big,1
worked,1
‘return,1
100-meter,1
Parsons’,1
‘Asia’s,1
administration”,1
import,1
"drive,",1
multi-satellite,1
operation,1
"Millennium,",1
"KSAT,",1
tester,1
drain,1
highest,1
vocal,1
procured,1
received,1
slightly,1
out”,1
race?,1
watchers,1
COSPAR’s,1
withheld,1
$184M,1
800,1
Reauthorization,1
$882,1
Lap,1
Plus-ups,1
Shannon,1
ITU’s,1
Bow,1
Chad,1
"Flip,",1
Zulkosky,1
ULA-Blue,1
Precaution,1
Challenging,1
Ago,1
Amassing,1
"director,",1
HughesNet’s,1
Longstanding,1
Grappling,1
Endeavors,1
Assignment? ,1
failure?,1
connection? ,1
Course:,1
Clutter,1
Commentary|,1
[Xinhuanet],1
undeterred,1
Did,1
equal,1
IRIS²,1
test-fly,1
Northrop-led,1
amp,1
African-American,1
frustrate,1
sail,1
Porter,1
CFIUS:,1
70th,1
"MEV-1,",1
"billions,",1
Brinkley,1
undergoing,1
fail?,1
Pawlikowski:,1
Cosine,1
MATEO,1
sentences,1
happened?’:,1
non-television,1
vibes,1
Exhibition,1
terabit-per-second,1
European-Russian,1
Confusion”,1
$672M,1
DSP,1
Sting,1
Sample-caching,1
Deployments,1
‘Pathfinders’,1
"Heath,",1
Hammered,1
Imaging’s,1
"Gazprom,",1
Operator’s,1
Bite,1
Astronauts’,1
Deferral,1
Recurity,1
Exclusive:,1
Multibillion-dollar,1
Arbitration:,1
long-lasting,1
Siren,1
Tomorrow,1
galactic,1
reactors,1
right:,1
“how”,1
13G,1
“welcomes”,1
Tianxian,1
intricate,1
storm:,1
$23.271,1
| U.S.,1
downrange,1
valley,1
"seven-year,",1
$7.35,1
"SpaceNet,",1
meteorology,1
turf,1
interstellar,1
"\"
Griffin:",1
catapult,1
dive,1
globally,1
juicy,1
Weaponizing,1
"convenes,",1
Xinwei,1
Alps,1
servant,1
languishes,1
Slack,1
Assistance,1
Goddard;,1
Tinkering,1
"DSCOVR,",1
1st-generation,1
Ticklish,1
Aeronautical,1
Unconvinced,1
Prepped,1
GDP,1
SatCom,1
Prioritizes,1
"Silent,",1
Petition,1
"Buckley,",1
Method,1
Peaking,1
Shines,1
"Demo,",1
Hawk,1
124,1
Robertson,1
perspective,1
demystify,1
footprints,1
Remediation:,1
sounders,1
reliant,1
restock?,1
allies’,1
‘pivot’,1
$15.5,1
Unseenlabs,1
€296,1
mid-January,1
Braxton,1
AEHF-MILSTAR,1
watchdog:,1
Mercy,1
"WFIRST,",1
review •,1
liquidity,1
switch”,1
delayed •,1
wall,1
rocket-builder,1
monitoring?,1
reorganization:,1
Puig-Suari,1
sidelines,1
infowars,1
‘immoral’,1
"Echostar,",1
Services:,1
$21.2,1
space-debris-removal,1
75th,1
outing,1
hornet’s,1
negotiated,1
EgyptAir,1
Destinations,1
Unfunded),1
ARCA,1
Orbiter’,1
Arguments,1
Mount,1
Brunswick,1
Eavesdropping,1
$55M,1
Third-stage,1
Professes,1
Splitting,1
Sed,1
Denial,1
Spacefaring,1
Penetrator,1
Coastal,1
DMC,1
"Bisgaard,",1
Shadow,1
$46M,1
Venus’,1
Grow;,1
"Cohen,",1
OCO,1
Geopolitical,1
Worlds”,1
EXCLUSIVE:,1
“assisted,1
$92,1
$40.8,1
‘Red-Eye’,1
scaling,1
"larger,",1
netting,1
$7.88,1
graduate,1
JADC2,1
Roper,1
Guangzhou,1
camouflage,1
spaceports’,1
sense,1
Wars,1
Monroe,1
“indefinite,1
“less,1
crops,1
Sunday’s,1
subject,1
"utility,",1
"suppliers,",1
Moons,1
747,1
Soon”,1
Two-year,1
Dent,1
Everyone’s,1
Strengthens,1
10K,1
Stunning,1
Specifics,1
Bolivians,1
Stiffs,1
Unidentified,1
Revising,1
Assessments,1
Operators:,1
"Free,",1
Tour,1
Restrictive,1
Chances,1
Jeopardizes,1
NASA Review,1
Junichiro,1
Satellite-related,1
Archaeologists,1
Khrunichev’s,1
Application,1
Rocky,1
Hardest,1
Fairmont,1
one-in-many-generations,1
unhelpful,1
Compelling,1
Dilemma,1
"Marriage,",1
[USA,1
"Qatar,",1
Commander ,1
doomed,1
Masback,1
heavy-launcher,1
mini-launchers,1
suspended,1
supervision,1
marketplace,1
makers,1
Freilich,1
lion’s,1
widens,1
legwork,1
"lawsuits,",1
AST&Science,1
"cane,",1
underused,1
"proliferating,",1
private-sector,1
Angola’s,1
crazy,1
aero-connectivity,1
AVI’s,1
suitor,1
bid?,1
mining’,1
"spending,",1
record-high,1
dropped,1
Willingness,1
Raytheon-General,1
Wring,1
BoeingFolds,1
Recovers,1
“Extremely,1
Job-hungry,1
Eagerly,1
Reimbursement,1
Exemption,1
Rebooting,1
NSBRI,1
"Liebig,",1
"Worldwide,",1
Runner,1
Zap,1
‘Unrealistic’,1
Snooze,1
Sponsorship,1
Jones,1
54,1
uplift,1
Quindar,1
Sky:,1
Koreasat,1
"researchers,",1
“fresh,1
700,1
whether,1
“Revolutionary,1
they’re,1
impacted,1
Reflectometry,1
transferred,1
GEO-LEO-terrestrial,1
complicated.,1
$22.8,1
got,1
"Wakata,",1
rift,1
‘inevitable’,1
Jam-proof,1
Spiwak,1
centralizing,1
objects”,1
"aircraft,",1
"Merger,",1
Bundle,1
2E,1
"High-profile,",1
AAAS,1
SES-3,1
Underfunding,1
Watery,1
Negotiate,1
Giffords’,1
Landsats,1
Tech.,1
lagged;,1
cripple,1
"fewer-stop,",1
problem:,1
Sequel?,1
Student’s,1
Games?,1
Release],1
bondholders,1
analytics ,1
ESCAPADE,1
recompete,1
basics,1
"liftoff,",1
downlink,1
down”,1
repurpose,1
"Astrobotic,",1
operator:,1
REPLAY:,1
federated,1
responsibly’,1
Gaganyaan,1
“bullish,1
first-gen,1
highly,1
Probably,1
rapidly’,1
helpful”,1
government’,1
utilities,1
detectors,1
“figure”,1
Intelsat-37e,1
“first,1
Tarpaulin,1
wholesaler,1
Fidelity,1
PI,1
PSN-6,1
Down-to-Earth,1
Sticks,1
Mega-constellation,1
Skywave,1
Paragon-led,1
Flawed”,1
"Lever,",1
"November,",1
Measurements,1
Hershberg,1
Breathe,1
$515,1
Followers,1
Airlock,1
Divulging,1
"Contract,",1
Supercommittee,1
Reassess,1
‘Disaster’,1
‘Vote,1
Ejects,1
4-person,1
AIA Presses,1
Bypass,1
Interests,1
"one-stop,",1
Solo?,1
Wealth,1
Mass,1
Addressing,1
Dwell,1
‘responsible,1
per-launch,1
flawed,1
barring,1
annexation,1
comsats,1
Boshuizen,1
microelectronic,1
bracing,1
helicopters,1
spin,1
adjacent,1
schools,1
$13.3,1
happen’,1
risks”,1
$765,1
pacts,1
tweeted?,1
$14.5,1
Pushback,1
Urban,1
remembered,1
“license,1
dibs,1
homestretch,1
bombshells,1
commercializing,1
"attempt,",1
Sleepwalking,1
satellite-lending,1
Fisk,1
IS-33e’s,1
questionable,1
XS-1:,1
Sky’,1
Andrea,1
"Sanchez,",1
Telegraphed,1
Express-AM6,1
"Regret,",1
Nayak,1
Cyberattack,1
Spotty,1
Dibs,1
Agency-wide,1
Slumber,1
Tardy,1
Disabled,1
BAE-EADS,1
Obstacles’,1
Snatch,1
Coffers,1
Technica],1
"Prospects,",1
Mothership,1
Neighbors,1
Contested,1
soaring.,1
discount,1
Phaseout,1
Mesmerizing,1
solving,1
"twists,",1
Rationale,1
Reforming,1
Enterprise:,1
‘Gecko’,1
Took,1
deactivates,1
economy’s,1
object’,1
Fledgling,1
ChinaSat-9B,1
man’s,1
delta,1
VisorSat,1
funding’,1
"VeneSat-1,",1
"industries,",1
tweak,1
Solers,1
productivity,1
recourse,1
restrict,1
dealing,1
Yenisei,1
microsats,1
future-proof,1
tighten,1
Norsat,1
skipped,1
in-flight-connectivity,1
satellite-TV,1
Rumors,1
"Scarce,",1
Mohammed,1
Modems,1
Valley-fueled,1
Legislature,1
Soil-Mapping,1
Baffle,1
"Close,",1
Notwithstanding,1
Saying,1
Money-losing,1
DARPA-funded,1
Counts,1
One-day,1
McKinney,1
ORS-3,1
$23M,1
Crashed,1
Borders’,1
Kazakh-Russian,1
RapidEye’s,1
"Popularity,",1
Signatures,1
Eddie,1
Shortens,1
Questioned,1
Minishuttle,1
Conflicts,1
"Launches,",1
war’,1
propaganda,1
spacecraft:,1
environment:moving,1
(Cosmic),1
Saath,1
‘Just,1
leased,1
Mega-constellaton,1
validate,1
Philippines:,1
diversify,1
phases,1
moments,1
"\"
Arqit",1
$55.6,1
Stress-testing,1
147-satellite,1
Plumb,1
"agencies,",1
heavy’,1
sergeant,1
"Glavkosmos,",1
"cubesat,",1
purchase ,1
precision,1
"parachute,",1
Starlink ,1
bosses,1
outcomes,1
world-leading,1
bleak,1
spectral,1
re-awarded,1
time?,1
overcrowded,1
worrying,1
cremated,1
college,1
agreement”,1
memos,1
9:,1
Attitude,1
IsatPhone,1
"AGI,",1
Avascent,1
Heavyweight,1
Mary,1
‘Big’,1
Pause’,1
"Studies,",1
Roundup,1
Proving,1
"Stumble,",1
Ocean-monitoring,1
"Augustine,",1
Concurrent,1
Multi-satellite,1
"Becker,",1
USA’s,1
Pared,1
Khaki,1
Exam,1
XVI,1
"Calif.,",1
Postmortem,1
Sweden’s,1
L-3’s,1
Align,1
broadband:,1
vision.,1
LOX/methane,1
$146,1
NorthStar’s,1
NaraSpace,1
strands,1
tactic,1
Ayres,1
auctions,1
MHz,1
mend,1
burn,1
separated,1
explaining,1
compression,1
understanding,1
culture’,1
"observation,",1
question.,1
off?,1
surprised,1
$3.2,1
orbit-raising,1
Latch,1
borrowed,1
Planet-Terra,1
disruptive”,1
Gaofen-3,1
again”,1
disavows,1
Outcry,1
Phases,1
Primed,1
Dummy,1
Condemnations,1
"Geyer,",1
Closely,1
Present,1
Debated,1
"Harrison,",1
Nighttime,1
Year-Long,1
Cryogens,1
1951-2012:,1
Revitalized,1
Shuffles,1
Skin,1
‘Astronaut’,1
Four-day,1
"Group,",1
Heavier,1
Recreates,1
GSat-12,1
Premium,1
"Shaw,",1
Gagarin,1
Koreasat-6,1
Loss;,1
Troubleshoot,1
Implores,1
Stoppage,1
Bretton,1
GOES-East,1
Penny,1
"GeoOptics,",1
"monitoring,",1
interaction’,1
start”,1
Fengyun-4B,1
OneWeb-led,1
$280,1
buoyant,1
multi-decade,1
"troops,",1
Semiconductor,1
clouding,1
regardless,1
"Global,",1
entirely,1
reawakening,1
"everything,",1
half-terabit,1
irks,1
profitable,1
ensures,1
“renaissance”,1
Watkins,1
aero-broadband,1
Jersey,1
bookings,1
Wars”,1
Hailed,1
‘Mission,1
Bullet,1
GeoStar,1
Consecutive,1
Electricity,1
Discussion,1
"Firms,",1
Sanjiv,1
Apportion,1
41-month,1
Rally,1
Human-like,1
Locate,1
"Next,",1
squelch,1
men,1
survival,1
“Path”,1
Mitigating,1
Spreading,1
satellite-related,1
wet,1
$86,1
inch,1
reappears,1
Q-Ctrl’s,1
pitching,1
gravity’,1
Purdy,1
"U.K.,",1
Kratsios,1
lured,1
Moon:,1
recycler,1
minimizes,1
startup;,1
"U.K,",1
Force;,1
interfering,1
Flaws,1
crests,1
fastest,1
pleading,1
Tonight’s,1
Tumbles,1
Post ,1
Import,1
"Expansion,",1
of Satellite,1
Undisclosed,1
in-air,1
Penalized,1
Distinctions,1
Franklin,1
‘Bud’,1
$16.5,1
"Problems,",1
"End,",1
Itinerary,1
"Krasnov,",1
Spinoff,1
Cash-flush,1
Sigint,1
Collisions,1
Switch,1
M-class,1
ICESat-1,1
moonshot,1
Lifesaving,1
Chandrayaan-3:,1
Major’s,1
“super,1
Carta’,1
trial,1
Malaysia,1
Huiban,1
together’,1
defend’,1
Stefanie,1
fact,1
Tone,1
agent,1
Wing:,1
$73.7,1
‘merger,1
toll,1
sneers,1
“optimistic,1
"ARM,",1
pen,1
Ahead:,1
Frustrated,1
Unnamed,1
"Saturation,",1
Stock-shorter,1
"Air,",1
"Licenses,",1
‘Live,1
Seventh,1
Older,1
Evasive,1
Four-year,1
Dual-track,1
Unfunded,1
Validating,1
"Cabana,",1
Dem,1
2nd-gen,1
Museums,1
Reworked,1
Earthquake-damaged,1
Lower-Cost,1
Hampered,1
fueled,1
Steel,1
ISPCS,1
