date,avg_articles_per_day
"February 14, 2023",0.0019328340178787146
"August 22, 2022",0.001449625513409036
"February 17, 2022",0.002899251026818072
"November 15, 2021",0.0024160425223483935
"October 30, 2021",2.4160425223483932E-4
"September 20, 2021",0.0016912297656438754
"July 12, 2021",7.24812756704518E-4
"May 25, 2020",0.0016912297656438754
"November 29, 2019",7.24812756704518E-4
"June 16, 2019",9.664170089393573E-4
"February 8, 2019",0.001449625513409036
"November 9, 2018",7.24812756704518E-4
"May 15, 2017",0.0012080212611741967
"April 7, 2017",4.8320850446967865E-4
"October 7, 2016",7.24812756704518E-4
"April 4, 2015",4.8320850446967865E-4
"August 26, 2014",4.8320850446967865E-4
"April 3, 2014",0.0024160425223483935
"November 6, 2013",9.664170089393573E-4
"May 6, 2013",0.0026576467745832327
"August 1, 2012",7.24812756704518E-4
"August 5, 2011",2.4160425223483932E-4
"October 21, 2010",4.8320850446967865E-4
"July 2, 2010",4.8320850446967865E-4
