date,avg_articles_per_day
"August 24, 2023",0.0012080212611741967
"August 7, 2023",0.002899251026818072
"January 18, 2023",0.0016912297656438754
"January 16, 2023",4.8320850446967865E-4
"October 13, 2022",0.001449625513409036
"December 3, 2021",0.0016912297656438754
"August 28, 2021",7.24812756704518E-4
"June 11, 2021",7.24812756704518E-4
"May 15, 2021",7.24812756704518E-4
"March 6, 2020",0.001449625513409036
"March 12, 2019",0.0012080212611741967
"March 1, 2019",7.24812756704518E-4
"February 24, 2019",2.4160425223483932E-4
"April 6, 2018",4.8320850446967865E-4
"September 12, 2017",0.0026576467745832327
"December 3, 2016",2.4160425223483932E-4
"October 22, 2015",0.0016912297656438754
"December 13, 2014",4.8320850446967865E-4
"April 29, 2014",9.664170089393573E-4
"July 19, 2012",4.8320850446967865E-4
"April 2, 2012",0.002899251026818072
