date,avg_articles_per_day
"November 8, 2022",0.0016912297656438754
"August 13, 2022",2.4160425223483932E-4
"May 31, 2022",0.0012080212611741967
"September 29, 2021",0.0012080212611741967
"May 18, 2021",0.0024160425223483935
"April 13, 2020",0.0016912297656438754
"December 17, 2019",9.664170089393573E-4
"October 10, 2018",0.002899251026818072
"May 18, 2018",7.24812756704518E-4
"November 14, 2017",0.0012080212611741967
Andrew Jones,2.4160425223483932E-4
"July 7, 2017",4.8320850446967865E-4
"August 23, 2016",2.4160425223483932E-4
"August 14, 2016",4.8320850446967865E-4
"July 14, 2016",7.24812756704518E-4
"October 15, 2015",0.0016912297656438754
"June 10, 2014",0.0012080212611741967
"April 22, 2014",2.4160425223483932E-4
"March 26, 2014",0.001449625513409036
"August 22, 2013",2.4160425223483932E-4
"October 5, 2012",9.664170089393573E-4
"October 6, 2011",4.8320850446967865E-4
"May 11, 2010",4.8320850446967865E-4
"",4.8320850446967865E-4
