date,avg_articles_per_day
"July 25, 2023",0.001449625513409036
"April 26, 2022",0.0031408552790529115
"October 20, 2021",0.0016912297656438754
"July 8, 2021",7.24812756704518E-4
"June 22, 2021",0.0019328340178787146
"May 10, 2021",0.002174438270113554
"August 14, 2020",9.664170089393573E-4
"May 30, 2020",7.24812756704518E-4
"April 25, 2020",2.4160425223483932E-4
"November 22, 2019",9.664170089393573E-4
"August 16, 2019",9.664170089393573E-4
"February 18, 2019",2.4160425223483932E-4
"July 11, 2017",7.24812756704518E-4
"December 28, 2015",7.24812756704518E-4
"November 10, 2015",0.0016912297656438754
"September 4, 2015",0.0012080212611741967
"May 8, 2015",0.0012080212611741967
"December 28, 2014",2.4160425223483932E-4
"December 22, 2011",2.4160425223483932E-4
"November 25, 2011",9.664170089393573E-4
"September 10, 2009",7.24812756704518E-4
