date,avg_articles_per_day
"August 26, 2021",0.0026576467745832327
"November 3, 2018",4.8320850446967865E-4
"July 11, 2018",0.001449625513409036
"February 3, 2016",0.0012080212611741967
"January 3, 2016",2.4160425223483932E-4
"November 12, 2015",0.001449625513409036
"August 20, 2015",4.8320850446967865E-4
"December 11, 2014",9.664170089393573E-4
"July 3, 2014",0.0012080212611741967
"August 2, 2011",4.8320850446967865E-4
"May 19, 2011",2.4160425223483932E-4
"May 7, 2010",0.001449625513409036
"April 19, 2010",0.003865668035757429
