date,avg_articles_per_day
"January 20, 2023",7.24812756704518E-4
"November 15, 2022",0.0033824595312877508
"October 30, 2022",7.24812756704518E-4
"May 20, 2022",9.664170089393573E-4
"February 26, 2022",7.24812756704518E-4
"September 17, 2021",0.0012080212611741967
"March 3, 2021",0.002174438270113554
"February 2, 2021",0.0024160425223483935
"December 22, 2020",0.0016912297656438754
"May 11, 2020",0.001449625513409036
"February 21, 2020",9.664170089393573E-4
"December 23, 2019",9.664170089393573E-4
"December 16, 2019",0.0012080212611741967
"December 13, 2019",0.0012080212611741967
"August 22, 2019",0.0012080212611741967
"May 12, 2019",2.4160425223483932E-4
"March 14, 2019",0.0019328340178787146
"February 25, 2019",4.8320850446967865E-4
"December 27, 2017",0.0012080212611741967
"October 20, 2017",0.0012080212611741967
"August 5, 2014",7.24812756704518E-4
"October 17, 2013",7.24812756704518E-4
"September 26, 2012",0.006281710558105823
"April 11, 2011",0.0019328340178787146
"March 17, 2011",7.24812756704518E-4
"April 16, 2010",4.8320850446967865E-4
