date,avg_articles_per_day
"September 19, 2022",0.0016912297656438754
"February 4, 2022",7.24812756704518E-4
"December 25, 2021",2.4160425223483932E-4
"June 12, 2021",2.4160425223483932E-4
"July 18, 2020",4.8320850446967865E-4
"October 18, 2018",7.24812756704518E-4
"June 18, 2018",0.0012080212611741967
"May 2, 2017",0.0019328340178787146
"January 28, 2017",2.4160425223483932E-4
"August 4, 2016",4.8320850446967865E-4
"November 20, 2013",0.0012080212611741967
"June 6, 2013",4.8320850446967865E-4
"May 21, 2013",7.24812756704518E-4
"February 13, 2013",9.664170089393573E-4
"October 31, 2012",7.24812756704518E-4
"October 16, 2012",0.0026576467745832327
"July 13, 2012",0.001449625513409036
"November 4, 2011",7.24812756704518E-4
"November 27, 2009",0.0012080212611741967
