date,avg_articles_per_day
"July 12, 2023",7.24812756704518E-4
"September 7, 2022",0.0019328340178787146
"June 30, 2022",7.24812756704518E-4
"September 11, 2022",4.8320850446967865E-4
"May 23, 2020",4.8320850446967865E-4
"September 6, 2019",0.0012080212611741967
"January 27, 2018",4.8320850446967865E-4
"June 19, 2017",9.664170089393573E-4
"October 21, 2016",4.8320850446967865E-4
"July 5, 2016",9.664170089393573E-4
"April 27, 2015",0.0016912297656438754
"April 13, 2015",0.002899251026818072
"August 16, 2013",4.8320850446967865E-4
"July 4, 2013",2.4160425223483932E-4
"December 17, 2012",0.004107272287992268
"September 27, 2011",4.8320850446967865E-4
"February 11, 2011",4.8320850446967865E-4
"August 24, 2010",2.4160425223483932E-4
"January 25, 2010",0.001449625513409036
"August 10, 2009",2.4160425223483932E-4
