date,avg_articles_per_day
"December 16, 2022",0.002174438270113554
"March 19, 2021",0.0016912297656438754
"June 13, 2020",7.24812756704518E-4
"April 6, 2020",0.0012080212611741967
"March 28, 2020",7.24812756704518E-4
"January 1, 2019",2.4160425223483932E-4
"August 23, 2018",0.0012080212611741967
"April 11, 2018",0.001449625513409036
"February 18, 2018",2.4160425223483932E-4
"February 2, 2018",7.24812756704518E-4
"October 9, 2017",0.0012080212611741967
"September 8, 2017",7.24812756704518E-4
"June 16, 2017",0.001449625513409036
"August 30, 2016",7.24812756704518E-4
"September 9, 2015",9.664170089393573E-4
"February 26, 2015",0.001449625513409036
"January 5, 2015",7.24812756704518E-4
"December 7, 2014",2.4160425223483932E-4
"April 11, 2014",0.0016912297656438754
"March 15, 2013",0.0016912297656438754
"November 5, 2012",0.0031408552790529115
"April 18, 2012",0.0016912297656438754
"August 19, 2011",7.24812756704518E-4
"August 1, 2011",0.0024160425223483935
"May 27, 2011",0.0012080212611741967
"October 27, 2010",2.4160425223483932E-4
"August 5, 2018",2.4160425223483932E-4
