date,avg_articles_per_day
"June 6, 2023",0.001449625513409036
"April 19, 2023",0.0024160425223483935
"December 20, 2022",9.664170089393573E-4
"August 30, 2020",4.8320850446967865E-4
"December 14, 2019",2.4160425223483932E-4
"August 1, 2019",0.0016912297656438754
"July 9, 2018",4.8320850446967865E-4
"April 10, 2018",9.664170089393573E-4
"January 30, 2018",0.0016912297656438754
"April 21, 2017",9.664170089393573E-4
"February 26, 2016",0.0012080212611741967
"August 14, 2015",2.4160425223483932E-4
"July 10, 2012",7.24812756704518E-4
"March 16, 2011",2.4160425223483932E-4
"May 12, 2010",0.0012080212611741967
"September 16, 2009",2.4160425223483932E-4
"November 22, 2016",4.8320850446967865E-4
