date,avg_articles_per_day
"April 21, 2023",0.0012080212611741967
"January 11, 2022",0.0012080212611741967
"October 1, 2021",0.0012080212611741967
"August 4, 2021",0.002174438270113554
"October 29, 2020",0.0026576467745832327
"March 20, 2020",7.24812756704518E-4
"October 19, 2019",2.4160425223483932E-4
"September 11, 2017",0.001449625513409036
"May 14, 2017",4.8320850446967865E-4
"September 22, 2016",0.0012080212611741967
"August 29, 2016",7.24812756704518E-4
"October 8, 2015",0.0016912297656438754
"March 18, 2014",0.001449625513409036
"November 13, 2012",4.8320850446967865E-4
"November 7, 2012",7.24812756704518E-4
"February 28, 2011",0.002899251026818072
"April 2, 2010",0.001449625513409036
"January 22, 2010",7.24812756704518E-4
"March 14, 2011",0.0026576467745832327
