date,avg_articles_per_day
"September 2, 2023",2.4160425223483932E-4
"February 28, 2023",0.0019328340178787146
"May 16, 2022",0.0012080212611741967
"December 30, 2021",4.8320850446967865E-4
"July 31, 2021",2.4160425223483932E-4
"June 7, 2021",9.664170089393573E-4
"April 26, 2020",9.664170089393573E-4
"November 16, 2018",0.0012080212611741967
"April 20, 2018",4.8320850446967865E-4
"September 23, 2016",0.0012080212611741967
"September 8, 2016",0.0019328340178787146
"August 5, 2016",9.664170089393573E-4
"April 1, 2016",4.8320850446967865E-4
"February 9, 2016",0.0012080212611741967
"June 24, 2015",9.664170089393573E-4
"February 24, 2015",0.002174438270113554
"February 3, 2015",0.001449625513409036
"December 4, 2014",9.664170089393573E-4
"July 25, 2013",4.8320850446967865E-4
"January 13, 2011",2.4160425223483932E-4
"August 23, 2010",0.002174438270113554
"August 20, 2010",4.8320850446967865E-4
"August 13, 2010",2.4160425223483932E-4
