date,avg_articles_per_day
"April 25, 2023",0.001449625513409036
"April 15, 2023",4.8320850446967865E-4
"March 14, 2023",0.0016912297656438754
"September 14, 2022",0.0024160425223483935
"March 1, 2022",0.002174438270113554
"August 3, 2019",4.8320850446967865E-4
"April 19, 2019",0.0012080212611741967
"February 5, 2019",0.001449625513409036
"January 17, 2019",0.001449625513409036
"August 28, 2018",0.001449625513409036
"April 26, 2017",0.0012080212611741967
"January 23, 2017",2.4160425223483932E-4
"November 11, 2015",0.0019328340178787146
"October 29, 2013",7.24812756704518E-4
"August 13, 2013",4.8320850446967865E-4
"March 1, 2013",0.0012080212611741967
"March 16, 2012",9.664170089393573E-4
"September 13, 2011",2.4160425223483932E-4
"March 28, 2011",0.0031408552790529115
"August 18, 2010",2.4160425223483932E-4
"August 17, 2009",2.4160425223483932E-4
