date,avg_articles_per_day
"May 12, 2023",7.24812756704518E-4
"June 5, 2022",7.24812756704518E-4
"December 2, 2022",9.664170089393573E-4
"November 24, 2020",9.664170089393573E-4
"October 30, 2020",0.0012080212611741967
"May 28, 2020",0.001449625513409036
"May 29, 2018",9.664170089393573E-4
"November 16, 2017",9.664170089393573E-4
"October 28, 2017",2.4160425223483932E-4
"March 5, 2017",4.8320850446967865E-4
"April 8, 2016",9.664170089393573E-4
"June 3, 2015",7.24812756704518E-4
"December 19, 2014",4.8320850446967865E-4
"October 6, 2014",0.001449625513409036
"August 17, 2012",2.4160425223483932E-4
"December 21, 2010",4.8320850446967865E-4
"June 22, 2015",0.002174438270113554
"March 14, 2012",4.8320850446967865E-4
