date,avg_articles_per_day
"August 6, 2023",7.24812756704518E-4
"June 7, 2023",0.0016912297656438754
"June 1, 2022",0.0012080212611741967
"March 29, 2022",0.001449625513409036
"October 4, 2021",0.0019328340178787146
"February 14, 2021",2.4160425223483932E-4
"February 9, 2021",0.0024160425223483935
"December 31, 2020",2.4160425223483932E-4
"September 12, 2020",2.4160425223483932E-4
"March 25, 2020",0.002174438270113554
"November 25, 2019",4.8320850446967865E-4
"February 4, 2019",0.0012080212611741967
"November 30, 2018",9.664170089393573E-4
"August 16, 2018",0.002174438270113554
"August 11, 2018",2.4160425223483932E-4
"October 27, 2017",9.664170089393573E-4
"December 1, 2016",9.664170089393573E-4
"October 23, 2015",0.0016912297656438754
"June 30, 2014",0.0019328340178787146
"April 15, 2014",0.0012080212611741967
"May 10, 2013",0.0012080212611741967
"July 30, 2010",2.4160425223483932E-4
"September 17, 2009",7.24812756704518E-4
"November 22, 2011",2.4160425223483932E-4
