date,avg_articles_per_day
"May 21, 2023",0.001449625513409036
"March 15, 2022",0.001449625513409036
"February 14, 2022",0.0012080212611741967
"February 17, 2021",0.0016912297656438754
"December 9, 2020",0.0016912297656438754
"December 6, 2020",4.8320850446967865E-4
"March 15, 2020",7.24812756704518E-4
"February 1, 2019",0.0012080212611741967
"May 24, 2018",0.002174438270113554
"February 28, 2017",9.664170089393573E-4
"December 19, 2016",4.8320850446967865E-4
"June 18, 2015",9.664170089393573E-4
"March 4, 2013",0.002899251026818072
"July 22, 2011",9.664170089393573E-4
