date,avg_articles_per_day
"February 23, 2021",0.002899251026818072
"October 8, 2019",0.001449625513409036
"August 8, 2019",0.003865668035757429
"March 2, 2019",7.24812756704518E-4
"February 28, 2019",0.0019328340178787146
"August 24, 2018",4.8320850446967865E-4
"August 10, 2018",2.4160425223483932E-4
"April 26, 2016",0.0019328340178787146
"January 29, 2016",2.4160425223483932E-4
"December 17, 2015",9.664170089393573E-4
"March 13, 2013",4.8320850446967865E-4
"August 14, 2012",4.8320850446967865E-4
"April 29, 2011",7.24812756704518E-4
"November 11, 2009",4.8320850446967865E-4
