date,avg_articles_per_day
"February 11, 2023",7.24812756704518E-4
"July 20, 2022",0.0016912297656438754
"July 16, 2022",2.4160425223483932E-4
"April 27, 2022",0.001449625513409036
"October 31, 2021",7.24812756704518E-4
"August 24, 2019",7.24812756704518E-4
"October 25, 2018",0.0012080212611741967
"October 10, 2017",0.0016912297656438754
"June 19, 2016",2.4160425223483932E-4
"February 13, 2014",4.8320850446967865E-4
"February 3, 2014",0.002899251026818072
"January 8, 2014",7.24812756704518E-4
"October 19, 2011",4.8320850446967865E-4
"April 13, 2010",4.8320850446967865E-4
