date,avg_articles_per_day
"September 3, 2022",2.4160425223483932E-4
"March 21, 2022",0.0024160425223483935
"July 25, 2020",2.4160425223483932E-4
"July 15, 2020",0.0016912297656438754
"August 6, 2018",0.0016912297656438754
"November 13, 2017",4.8320850446967865E-4
"September 24, 2017",4.8320850446967865E-4
"February 8, 2017",0.001449625513409036
"March 6, 2016",2.4160425223483932E-4
"September 17, 2015",9.664170089393573E-4
"August 20, 2014",7.24812756704518E-4
"May 21, 2014",0.001449625513409036
"February 10, 2012",9.664170089393573E-4
"September 7, 2011",4.8320850446967865E-4
"March 23, 2011",4.8320850446967865E-4
"November 8, 2010",0.0026576467745832327
"January 7, 2011",7.24812756704518E-4
