date,avg_articles_per_day
"May 27, 2023",4.8320850446967865E-4
"May 13, 2023",2.4160425223483932E-4
"January 30, 2023",7.24812756704518E-4
"May 27, 2021",0.001449625513409036
"August 15, 2020",2.4160425223483932E-4
"July 2, 2020",0.0012080212611741967
"February 22, 2020",2.4160425223483932E-4
"September 28, 2019",4.8320850446967865E-4
"September 22, 2019",4.8320850446967865E-4
"August 22, 2018",0.0012080212611741967
"August 13, 2015",0.0012080212611741967
"August 6, 2015",0.0012080212611741967
"March 21, 2015",2.4160425223483932E-4
"October 22, 2013",7.24812756704518E-4
"August 2, 2013",0.0016912297656438754
"March 29, 2013",0.0019328340178787146
"March 28, 2013",7.24812756704518E-4
"July 2, 2012",0.0016912297656438754
"May 4, 2012",0.0012080212611741967
"March 9, 2011",2.4160425223483932E-4
