sum_LinkedIn_result,avg_LinkedIn_by_hour
0.0,0.0
0.0,0.0
-21.0,-0.4375
0.0,0.0
-9.0,-0.1875
-24.0,-0.5
1021.0,21.270833333333332
0.0,0.0
0.0,0.0
59.0,1.2291666666666667
2526.0,52.625
-21.0,-0.4375
0.0,0.0
-27.0,-0.5625
0.0,0.0
3387.0,70.5625
0.0,0.0
-30.0,-0.625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-26.0,-0.5416666666666666
0.0,0.0
0.0,0.0
757.0,15.770833333333334
392.0,8.166666666666666
118.0,2.4583333333333335
337.0,7.020833333333333
42.0,0.875
17688.0,368.5
0.0,0.0
2048.0,42.666666666666664
0.0,0.0
0.0,0.0
0.0,0.0
-6.0,-0.125
67.0,1.3958333333333333
182.0,3.7916666666666665
-12.0,-0.25
0.0,0.0
828.0,17.25
-6.0,-0.125
-6.0,-0.125
0.0,0.0
-3.0,-0.0625
614.0,12.791666666666666
-3.0,-0.0625
0.0,0.0
0.0,0.0
131.0,2.7291666666666665
-6.0,-0.125
0.0,0.0
1080.0,22.5
-22.0,-0.4583333333333333
-31.0,-0.6458333333333334
0.0,0.0
284.0,5.916666666666667
1934.0,40.291666666666664
1363.0,28.395833333333332
4801.0,100.02083333333333
270.0,5.625
-42.0,-0.875
-144.0,-3.0
-3.0,-0.0625
127.0,2.6458333333333335
0.0,0.0
0.0,0.0
86.0,1.7916666666666667
0.0,0.0
408.0,8.5
144.0,3.0
-6.0,-0.125
0.0,0.0
-21.0,-0.4375
0.0,0.0
585.0,12.1875
0.0,0.0
0.0,0.0
0.0,0.0
-15.0,-0.3125
0.0,0.0
0.0,0.0
-38.0,-0.7916666666666666
0.0,0.0
0.0,0.0
823.0,17.145833333333332
0.0,0.0
0.0,0.0
0.0,0.0
202.0,4.208333333333333
88.0,1.8333333333333333
-21.0,-0.4375
-21.0,-0.4375
0.0,0.0
0.0,0.0
602.0,12.541666666666666
144.0,3.0
1060.0,22.083333333333332
422.0,8.791666666666666
0.0,0.0
1167.0,24.3125
37400.0,779.1666666666666
-51.0,-1.0625
-21.0,-0.4375
-21.0,-0.4375
-21.0,-0.4375
339.0,7.0625
-23.0,-0.4791666666666667
-21.0,-0.4375
440.0,9.166666666666666
113.0,2.3541666666666665
0.0,0.0
824.0,17.166666666666668
-21.0,-0.4375
422.0,8.791666666666666
0.0,0.0
-21.0,-0.4375
