sum_LinkedIn_result,avg_LinkedIn_by_hour
211.0,4.395833333333333
-6.0,-0.125
-45.0,-0.9375
966.0,20.125
-45.0,-0.9375
9985.0,208.02083333333334
-3.0,-0.0625
-24.0,-0.5
1090.0,22.708333333333332
1837.0,38.270833333333336
906.0,18.875
2214.0,46.125
971.0,20.229166666666668
-9.0,-0.1875
3440.0,71.66666666666667
346.0,7.208333333333333
-24.0,-0.5
421.0,8.770833333333334
572.0,11.916666666666666
4220.0,87.91666666666667
-24.0,-0.5
-21.0,-0.4375
6480.0,135.0
52.0,1.0833333333333333
197.0,4.104166666666667
-30.0,-0.625
136.0,2.8333333333333335
-18.0,-0.375
42.0,0.875
-144.0,-3.0
-21.0,-0.4375
206.0,4.291666666666667
72.0,1.5
5743.0,119.64583333333333
774.0,16.125
-3.0,-0.0625
4526.0,94.29166666666667
206.0,4.291666666666667
1141.0,23.770833333333332
-3.0,-0.0625
3381.0,70.4375
-54.0,-1.125
-48.0,-1.0
-3.0,-0.0625
42.0,0.875
-33.0,-0.6875
4919.0,102.47916666666667
5100.0,106.25
-144.0,-3.0
-144.0,-3.0
-36.0,-0.75
-39.0,-0.8125
-21.0,-0.4375
-39.0,-0.8125
-144.0,-3.0
11.0,0.22916666666666666
-144.0,-3.0
-3.0,-0.0625
-144.0,-3.0
-42.0,-0.875
-51.0,-1.0625
6902.0,143.79166666666666
-18.0,-0.375
-27.0,-0.5625
-2.0,-0.041666666666666664
1897.0,39.520833333333336
-51.0,-1.0625
-9.0,-0.1875
1848.0,38.5
-74.0,-1.5416666666666667
-144.0,-3.0
3321.0,69.1875
105.0,2.1875
-74.0,-1.5416666666666667
-27.0,-0.5625
-60.0,-1.25
2653.0,55.270833333333336
721.0,15.020833333333334
-4.0,-0.08333333333333333
1440.0,30.0
126.0,2.625
1989.0,41.4375
179.0,3.7291666666666665
7015.0,146.14583333333334
246.0,5.125
-144.0,-3.0
-66.0,-1.375
1601.0,33.354166666666664
-63.0,-1.3125
-118.0,-2.4583333333333335
-54.0,-1.125
-120.0,-2.5
-61.0,-1.2708333333333333
-107.0,-2.2291666666666665
4239.0,88.3125
-47.0,-0.9791666666666666
-128.0,-2.6666666666666665
-95.0,-1.9791666666666667
-65.0,-1.3541666666666667
-78.0,-1.625
-72.0,-1.5
-50.0,-1.0416666666666667
-129.0,-2.6875
-99.0,-2.0625
-47.0,-0.9791666666666666
701.0,14.604166666666666
4.0,0.08333333333333333
138.0,2.875
-144.0,-3.0
107.0,2.2291666666666665
-1.0,-0.020833333333333332
911.0,18.979166666666668
-27.0,-0.5625
155.0,3.2291666666666665
147.0,3.0625
-2.0,-0.041666666666666664
-6.0,-0.125
-2.0,-0.041666666666666664
-63.0,-1.3125
-1.0,-0.020833333333333332
-33.0,-0.6875
-18.0,-0.375
0.0,0.0
-3.0,-0.0625
-42.0,-0.875
4544.0,94.66666666666667
2540.0,52.916666666666664
889.0,18.520833333333332
-66.0,-1.375
-48.0,-1.0
252.0,5.25
190.0,3.9583333333333335
-1.0,-0.020833333333333332
-2.0,-0.041666666666666664
1177.0,24.520833333333332
-3.0,-0.0625
10829.0,225.60416666666666
718.0,14.958333333333334
7682.0,160.04166666666666
-1.0,-0.020833333333333332
0.0,0.0
-24.0,-0.5
-3.0,-0.0625
132.0,2.75
-144.0,-3.0
-4.0,-0.08333333333333333
-2.0,-0.041666666666666664
9482.0,197.54166666666666
-27.0,-0.5625
-25.0,-0.5208333333333334
2178.0,45.375
-3.0,-0.0625
0.0,0.0
-92.0,-1.9166666666666667
-6.0,-0.125
-9.0,-0.1875
3390.0,70.625
-1.0,-0.020833333333333332
-39.0,-0.8125
