sum_LinkedIn_result,avg_LinkedIn_by_hour
1522.0,31.708333333333332
-140.0,-2.9166666666666665
-27.0,-0.5625
38.0,0.7916666666666666
-63.0,-1.3125
-136.0,-2.8333333333333335
-140.0,-2.9166666666666665
-140.0,-2.9166666666666665
-36.0,-0.75
-144.0,-3.0
-140.0,-2.9166666666666665
-136.0,-2.8333333333333335
-144.0,-3.0
-140.0,-2.9166666666666665
-140.0,-2.9166666666666665
-140.0,-2.9166666666666665
-144.0,-3.0
-140.0,-2.9166666666666665
-140.0,-2.9166666666666665
-140.0,-2.9166666666666665
-57.0,-1.1875
108.0,2.25
-144.0,-3.0
-12.0,-0.25
-140.0,-2.9166666666666665
-47.0,-0.9791666666666666
-85.0,-1.7708333333333333
-119.0,-2.4791666666666665
-144.0,-3.0
-144.0,-3.0
-125.0,-2.6041666666666665
-144.0,-3.0
-95.0,-1.9791666666666667
-144.0,-3.0
-81.0,-1.6875
-144.0,-3.0
-30.0,-0.625
-24.0,-0.5
-25.0,-0.5208333333333334
-24.0,-0.5
-24.0,-0.5
-24.0,-0.5
-25.0,-0.5208333333333334
-24.0,-0.5
-139.0,-2.8958333333333335
0.0,0.0
-76.0,-1.5833333333333333
-1.0,-0.020833333333333332
-77.0,-1.6041666666666667
-26.0,-0.5416666666666666
0.0,0.0
-85.0,-1.7708333333333333
-85.0,-1.7708333333333333
-144.0,-3.0
-86.0,-1.7916666666666667
-86.0,-1.7916666666666667
-86.0,-1.7916666666666667
-144.0,-3.0
-144.0,-3.0
-86.0,-1.7916666666666667
-9.0,-0.1875
-18.0,-0.375
-91.0,-1.8958333333333333
0.0,0.0
-43.0,-0.8958333333333334
-33.0,-0.6875
-9.0,-0.1875
132.0,2.75
0.0,0.0
-24.0,-0.5
-144.0,-3.0
-26.0,-0.5416666666666666
-1.0,-0.020833333333333332
-144.0,-3.0
-99.0,-2.0625
-3.0,-0.0625
417.0,8.6875
-26.0,-0.5416666666666666
-105.0,-2.1875
0.0,0.0
1725.0,35.9375
0.0,0.0
-42.0,-0.875
756.0,15.75
0.0,0.0
0.0,0.0
665.0,13.854166666666666
-66.0,-1.375
-144.0,-3.0
-42.0,-0.875
0.0,0.0
-24.0,-0.5
0.0,0.0
-42.0,-0.875
-6.0,-0.125
-1.0,-0.020833333333333332
0.0,0.0
-18.0,-0.375
-144.0,-3.0
-24.0,-0.5
-24.0,-0.5
-54.0,-1.125
-24.0,-0.5
0.0,0.0
-30.0,-0.625
-144.0,-3.0
-27.0,-0.5625
-24.0,-0.5
-39.0,-0.8125
285.0,5.9375
-63.0,-1.3125
0.0,0.0
-1.0,-0.020833333333333332
-6.0,-0.125
0.0,0.0
0.0,0.0
-24.0,-0.5
-18.0,-0.375
-3.0,-0.0625
-25.0,-0.5208333333333334
-3.0,-0.0625
-6.0,-0.125
0.0,0.0
-18.0,-0.375
-21.0,-0.4375
72.0,1.5
-24.0,-0.5
0.0,0.0
-9.0,-0.1875
0.0,0.0
-45.0,-0.9375
0.0,0.0
0.0,0.0
2107.0,43.895833333333336
0.0,0.0
0.0,0.0
-60.0,-1.25
-6.0,-0.125
-3.0,-0.0625
-1.0,-0.020833333333333332
-12.0,-0.25
-12.0,-0.25
226.0,4.708333333333333
0.0,0.0
-9.0,-0.1875
128.0,2.6666666666666665
268.0,5.583333333333333
-21.0,-0.4375
-24.0,-0.5
0.0,0.0
-21.0,-0.4375
-3.0,-0.0625
-26.0,-0.5416666666666666
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-6.0,-0.125
-25.0,-0.5208333333333334
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-2.0,-0.041666666666666664
-18.0,-0.375
0.0,0.0
-3.0,-0.0625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-3.0,-0.0625
0.0,0.0
-1.0,-0.020833333333333332
0.0,0.0
0.0,0.0
-9.0,-0.1875
-24.0,-0.5
-24.0,-0.5
-25.0,-0.5208333333333334
-36.0,-0.75
-27.0,-0.5625
0.0,0.0
-15.0,-0.3125
-25.0,-0.5208333333333334
-25.0,-0.5208333333333334
-3.0,-0.0625
0.0,0.0
0.0,0.0
0.0,0.0
-24.0,-0.5
-79.0,-1.6458333333333333
0.0,0.0
-45.0,-0.9375
-24.0,-0.5
0.0,0.0
-18.0,-0.375
-39.0,-0.8125
-2.0,-0.041666666666666664
0.0,0.0
0.0,0.0
-24.0,-0.5
-1.0,-0.020833333333333332
-2.0,-0.041666666666666664
0.0,0.0
0.0,0.0
144.0,3.0
-3.0,-0.0625
0.0,0.0
-24.0,-0.5
-24.0,-0.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-1.0,-0.020833333333333332
0.0,0.0
0.0,0.0
0.0,0.0
-1.0,-0.020833333333333332
-15.0,-0.3125
0.0,0.0
-24.0,-0.5
0.0,0.0
0.0,0.0
-3.0,-0.0625
-39.0,-0.8125
-6.0,-0.125
-24.0,-0.5
0.0,0.0
-1.0,-0.020833333333333332
108.0,2.25
-24.0,-0.5
-18.0,-0.375
117.0,2.4375
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-3.0,-0.0625
0.0,0.0
-1.0,-0.020833333333333332
-24.0,-0.5
-24.0,-0.5
-1.0,-0.020833333333333332
-24.0,-0.5
-24.0,-0.5
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-25.0,-0.5208333333333334
-3.0,-0.0625
-3.0,-0.0625
0.0,0.0
0.0,0.0
-24.0,-0.5
0.0,0.0
-1.0,-0.020833333333333332
-18.0,-0.375
0.0,0.0
0.0,0.0
-144.0,-3.0
-24.0,-0.5
0.0,0.0
0.0,0.0
-18.0,-0.375
0.0,0.0
-6.0,-0.125
0.0,0.0
-26.0,-0.5416666666666666
-1.0,-0.020833333333333332
-24.0,-0.5
-3.0,-0.0625
0.0,0.0
-24.0,-0.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-24.0,-0.5
-24.0,-0.5
-3.0,-0.0625
0.0,0.0
-1.0,-0.020833333333333332
0.0,0.0
-1.0,-0.020833333333333332
-6.0,-0.125
0.0,0.0
16.0,0.3333333333333333
-144.0,-3.0
-139.0,-2.8958333333333335
-33.0,-0.6875
-73.0,-1.5208333333333333
-27.0,-0.5625
0.0,0.0
142.0,2.9583333333333335
-84.0,-1.75
0.0,0.0
-40.0,-0.8333333333333334
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-6.0,-0.125
-9.0,-0.1875
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-43.0,-0.8958333333333334
1248.0,26.0
0.0,0.0
-6.0,-0.125
-25.0,-0.5208333333333334
-27.0,-0.5625
-9.0,-0.1875
0.0,0.0
-33.0,-0.6875
205.0,4.270833333333333
144.0,3.0
96.0,2.0
-3.0,-0.0625
131.0,2.7291666666666665
0.0,0.0
-6.0,-0.125
-15.0,-0.3125
-27.0,-0.5625
-73.0,-1.5208333333333333
-75.0,-1.5625
-2.0,-0.041666666666666664
0.0,0.0
-54.0,-1.125
0.0,0.0
-9.0,-0.1875
-3.0,-0.0625
0.0,0.0
-24.0,-0.5
-1.0,-0.020833333333333332
0.0,0.0
-26.0,-0.5416666666666666
0.0,0.0
0.0,0.0
-1.0,-0.020833333333333332
-18.0,-0.375
160.0,3.3333333333333335
-9.0,-0.1875
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-2.0,-0.041666666666666664
0.0,0.0
0.0,0.0
0.0,0.0
110.0,2.2916666666666665
-36.0,-0.75
0.0,0.0
-24.0,-0.5
0.0,0.0
0.0,0.0
-24.0,-0.5
-24.0,-0.5
0.0,0.0
-24.0,-0.5
-25.0,-0.5208333333333334
-25.0,-0.5208333333333334
-24.0,-0.5
-24.0,-0.5
-6.0,-0.125
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-1.0,-0.020833333333333332
-103.0,-2.1458333333333335
-9.0,-0.1875
317.0,6.604166666666667
-24.0,-0.5
0.0,0.0
-3.0,-0.0625
0.0,0.0
0.0,0.0
-6.0,-0.125
188.0,3.9166666666666665
-144.0,-3.0
0.0,0.0
-25.0,-0.5208333333333334
273.0,5.6875
-24.0,-0.5
109.0,2.2708333333333335
0.0,0.0
-2.0,-0.041666666666666664
1674.0,34.875
566.0,11.791666666666666
0.0,0.0
-1.0,-0.020833333333333332
0.0,0.0
450.0,9.375
0.0,0.0
0.0,0.0
-144.0,-3.0
0.0,0.0
-18.0,-0.375
5191.0,108.14583333333333
80.0,1.6666666666666667
2802.0,58.375
-81.0,-1.6875
0.0,0.0
-24.0,-0.5
-54.0,-1.125
